Tarih;Konya - Karkent;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
16.01.2021 05:00:56;20,12;1,58;389,30;21,81;26,05;37,36
16.01.2021 06:00:56;24,50;1,58;388,94;21,58;28,55;37,13
16.01.2021 07:00:56;30,34;1,59;386,15;24,18;31,92;37,19
16.01.2021 08:00:56;34,31;8,93;496,33;35,18;45,70;33,99
16.01.2021 09:00:56;35,26;12,31;735,53;45,17;62,84;30,30
16.01.2021 10:00:56;34,45;7,41;748,93;38,46;52,63;7,63
16.01.2021 11:00:56;32,57;7,60;559,20;26,37;34,67;11,85
16.01.2021 12:00:56;32,10;9,58;494,97;22,12;31,48;38,35
16.01.2021 13:00:56;33,90;9,23;482,02;20,33;30,96;38,20
16.01.2021 14:00:56;38,25;5,71;457,82;21,79;31,20;37,58
16.01.2021 15:00:56;42,66;3,76;466,73;23,21;31,92;36,82
16.01.2021 16:00:56;44,57;5,58;583,07;24,23;34,91;35,85
16.01.2021 17:00:56;54,86;6,84;697,43;26,84;40,30;34,74
16.01.2021 18:00:56;69,51;5,33;711,31;30,42;42,51;33,36
16.01.2021 19:00:56;78,01;5,33;823,66;39,08;52,46;31,03
16.01.2021 20:00:56;87,72;8,01;1.038,84;44,35;59,79;29,08
16.01.2021 21:00:56;99,42;9,64;1.102,72;41,34;53,41;4,27
16.01.2021 22:00:56;107,70;7,85;933,49;34,20;42,66;6,15
16.01.2021 23:00:56;108,03;5,63;766,11;27,05;33,50;7,94
17.01.2021 00:00:56;98,27;5,17;724,64;25,03;32,23;33,85
17.01.2021 01:00:56;82,00;5,66;608,05;19,95;27,10;38,16
17.01.2021 02:00:56;61,31;5,70;468,94;13,31;18,78;43,10
17.01.2021 03:00:56;42,98;5,27;439,26;12,03;16,50;47,03
17.01.2021 04:00:56;33,97;4,64;387,37;14,15;18,46;44,08
17.01.2021 05:00:56;28,23;4,93;382,37;20,55;24,61;39,18
17.01.2021 06:00:56;23,64;6,11;498,82;27,48;31,24;35,77
17.01.2021 07:00:56;21,67;4,80;470,88;24,69;28,66;35,24
17.01.2021 08:00:56;18,46;2,68;365,39;17,42;21,87;35,73
17.01.2021 09:00:56;15,84;2,17;361,97;17,30;21,93;35,47
17.01.2021 10:00:56;16,24;2,32;369,87;19,42;25,40;35,68
17.01.2021 11:00:56;18,91;2,73;401,81;25,96;36,63;35,49
17.01.2021 12:00:56;19,68;3,18;391,66;23,33;34,09;36,85
17.01.2021 13:00:56;19,16;3,04;356,84;12,83;21,99;38,73
17.01.2021 14:00:56;19,48;2,79;359,97;13,24;21,83;38,62
17.01.2021 15:00:56;16,91;3,04;358,55;16,89;28,78;38,50
17.01.2021 16:00:56;14,30;2,97;350,10;18,41;30,00;38,63
17.01.2021 17:00:56;13,15;2,37;331,48;18,72;25,18;38,94
17.01.2021 18:00:56;10,80;2,06;328,72;14,65;22,81;38,98
17.01.2021 19:00:56;8,16;2,10;330,74;12,51;19,39;38,73
17.01.2021 20:00:56;7,56;2,08;335,29;14,20;18,34;38,59
17.01.2021 21:00:56;8,47;2,04;385,88;18,80;23,66;37,00
17.01.2021 22:00:56;8,83;2,11;435,28;26,74;33,81;34,43
17.01.2021 23:00:56;9,86;2,11;430,02;25,48;32,12;34,35
18.01.2021 00:00:56;10,23;2,58;452,28;24,91;53,81;34,29
18.01.2021 01:00:56;10,30;2,08;416,01;22,75;50,81;34,25
18.01.2021 02:00:56;12,68;0,92;422,23;20,37;23,50;34,09
18.01.2021 03:00:56;13,47;0,82;456,59;22,02;24,80;33,47
18.01.2021 04:00:56;11,46;0,68;389,76;15,31;17,61;34,64
18.01.2021 05:00:56;11,15;0,57;401,65;11,48;13,42;34,94
18.01.2021 06:00:56;11,64;0,46;434,49;12,30;15,73;34,39
18.01.2021 07:00:56;11,98;2,98;475,49;21,11;27,07;33,57
18.01.2021 08:00:56;14,88;4,20;618,93;32,70;39,49;31,35
18.01.2021 09:00:56;19,81;3,84;888,77;44,44;71,08;28,87
18.01.2021 10:00:56;26,45;4,90;966,83;49,99;92,92;4,02
18.01.2021 11:00:56;33,40;6,16;816,39;38,70;67,64;6,58
18.01.2021 12:00:56;38,02;5,25;665,12;27,74;42,69;8,56
18.01.2021 13:00:56;39,92;3,88;540,79;23,43;35,09;34,76
18.01.2021 14:00:56;40,23;5,45;539,94;25,13;37,19;35,11
18.01.2021 15:00:56;38,55;4,84;540,33;27,81;41,71;34,66
18.01.2021 16:00:56;34,80;3,25;513,01;28,25;42,66;35,04
18.01.2021 17:00:56;32,38;3,58;491,44;29,35;40,39;35,86
18.01.2021 18:00:56;33,24;3,18;498,75;31,16;39,92;35,63
18.01.2021 19:00:56;36,66;2,57;539,25;37,85;47,63;33,87
18.01.2021 20:00:56;38,22;2,28;540,80;46,28;61,36;32,75
18.01.2021 21:00:56;34,26;2,78;560,25;47,45;61,90;32,32
18.01.2021 22:00:56;28,33;3,47;605,02;50,39;63,58;5,56
18.01.2021 23:00:56;24,49;3,03;535,03;44,15;55,31;6,89
19.01.2021 00:00:56;23,90;2,13;431,44;27,65;32,82;35,04
19.01.2021 01:00:56;23,31;2,03;418,40;26,86;31,39;34,33
19.01.2021 02:00:56;20,40;2,41;453,27;34,58;39,05;33,35
19.01.2021 03:00:56;18,82;2,22;489,77;38,23;42,75;33,96
19.01.2021 04:00:56;18,11;1,96;413,70;26,75;30,19;35,89
19.01.2021 05:00:56;16,72;1,84;333,71;13,84;16,03;37,34
19.01.2021 06:00:56;15,25;1,58;335,58;12,53;14,70;36,85
19.01.2021 07:00:56;11,92;1,48;338,80;12,38;15,01;36,69
19.01.2021 08:00:56;11,68;1,52;378,52;16,04;21,44;35,99
19.01.2021 09:00:56;18,61;3,31;628,43;38,88;54,35;32,74
19.01.2021 10:00:56;28,23;8,22;820,17;55,69;83,82;31,43
19.01.2021 11:00:56;36,81;9,05;631,00;40,57;66,77;9,60
19.01.2021 12:00:56;40,40;5,57;438,31;25,19;40,65;12,43
19.01.2021 13:00:56;36,71;4,51;391,58;19,22;31,47;38,26
19.01.2021 14:00:56;31,77;4,07;371,16;17,17;29,03;38,46
19.01.2021 15:00:56;31,02;3,02;351,27;18,17;26,82;38,71
19.01.2021 16:00:56;33,27;2,44;318,98;19,74;28,52;39,13
19.01.2021 17:00:56;33,26;2,54;301,72;21,27;30,78;39,33
19.01.2021 18:00:56;29,75;2,98;340,32;26,42;35,78;38,18
19.01.2021 19:00:56;26,82;3,59;455,80;44,85;64,13;35,04
19.01.2021 20:00:56;28,11;4,53;542,91;61,51;88,33;31,24
19.01.2021 21:00:56;36,05;4,88;580,89;72,83;103,53;28,70
19.01.2021 22:00:56;42,70;4,13;537,96;60,86;85,93;5,36
19.01.2021 23:00:56;41,92;3,46;484,39;40,16;51,85;7,97
20.01.2021 00:00:56;36,95;2,97;507,86;40,40;49,97;7,77
20.01.2021 01:00:56;33,27;3,23;437,39;36,50;43,61;33,08
20.01.2021 02:00:56;32,47;13,34;356,75;35,85;40,15;34,24
20.01.2021 03:00:56;29,52;11,26;320,45;27,02;29,54;35,78
20.01.2021 04:00:56;23,64;3,18;287,01;19,08;21,51;36,94
20.01.2021 05:00:56;18,34;3,04;303,76;18,79;21,00;36,64
20.01.2021 06:00:56;15,74;2,93;340,47;23,27;25,48;35,41
20.01.2021 07:00:56;14,46;2,95;382,12;29,07;31,52;34,31
20.01.2021 08:00:56;12,96;3,54;459,27;42,68;50,72;32,89
20.01.2021 09:00:56;16,19;5,63;700,54;62,95;92,47;30,63
20.01.2021 10:00:56;37,85;8,96;881,88;67,69;114,75;6,35
20.01.2021 11:00:56;64,49;10,88;672,89;47,08;78,38;9,66
20.01.2021 12:00:56;67,43;9,20;457,88;29,47;43,11;36,74
20.01.2021 13:00:56;59,47;6,84;394,64;26,86;40,06;37,64
20.01.2021 14:00:56;51,31;5,92;327,48;23,23;33,93;38,55
20.01.2021 15:00:56;39,37;4,88;297,91;20,31;28,08;39,18
20.01.2021 16:00:56;32,26;4,40;279,67;19,17;28,54;39,11
20.01.2021 17:00:56;29,42;4,42;256,59;20,71;30,63;38,92
20.01.2021 18:00:56;26,49;4,30;273,63;28,18;36,22;37,88
20.01.2021 19:00:56;30,31;5,03;480,92;46,16;63,17;34,72
20.01.2021 20:00:56;45,15;7,25;693,58;68,26;113,80;30,17
20.01.2021 21:00:56;61,02;12,83;879,25;77,90;134,84;28,46
20.01.2021 22:00:56;68,03;19,53;930,39;68,87;98,99;5,18
20.01.2021 23:00:56;70,12;24,34;857,92;58,11;67,96;6,71
21.01.2021 00:00:56;69,52;23,50;846,67;56,78;66,53;6,74
21.01.2021 01:00:56;65,64;20,36;1.098,11;61,80;105,85;5,12
21.01.2021 02:00:56;65,78;27,23;1.581,05;66,46;134,20;3,96
21.01.2021 03:00:56;70,05;23,54;1.720,21;60,34;123,09;4,23
21.01.2021 04:00:56;76,00;9,90;1.559,99;47,02;106,71;3,83
21.01.2021 05:00:56;86,54;5,57;1.366,73;36,52;92,74;3,46
21.01.2021 06:00:56;98,56;4,70;1.315,35;35,26;93,11;3,47
21.01.2021 07:00:56;105,54;4,05;1.296,97;35,81;90,83;3,47
21.01.2021 08:00:56;106,76;4,00;1.409,10;42,47;118,16;3,72
21.01.2021 09:00:56;114,36;5,15;1.958,40;52,17;211,05;34,57
21.01.2021 10:00:56;182,75;8,09;2.288,47;56,63;247,69;36,29
21.01.2021 11:00:56;256,69;10,34;1.648,99;50,56;158,71;38,78
21.01.2021 12:00:56;208,12;11,83;959,22;36,03;82,59;42,24
21.01.2021 13:00:56;116,35;18,34;766,57;29,62;66,47;45,43
21.01.2021 14:00:56;79,43;24,17;647,79;27,14;56,60;47,50
21.01.2021 15:00:56;68,75;16,12;552,83;24,73;47,18;48,27
21.01.2021 16:00:56;44,59;8,15;501,66;26,73;49,77;48,06
21.01.2021 17:00:56;30,65;10,56;503,20;33,08;54,89;46,67
21.01.2021 18:00:56;49,82;16,85;549,52;46,81;73,67;43,68
21.01.2021 19:00:56;71,16;21,31;847,09;71,44;136,43;38,53
21.01.2021 20:00:56;97,07;19,52;1.272,78;89,00;212,19;34,76
21.01.2021 21:00:56;128,30;15,20;1.429,41;86,11;235,60;34,06
21.01.2021 22:00:56;127,40;11,90;1.738,50;85,62;255,41;33,80
21.01.2021 23:00:56;119,70;14,92;2.483,21;88,29;294,32;4,10
22.01.2021 00:00:56;148,91;25,05;3.123,38;90,05;397,26;4,62
22.01.2021 01:00:56;192,52;26,19;3.208,54;84,78;423,37;5,89
22.01.2021 02:00:56;231,68;17,35;2.974,58;72,88;327,82;6,41
22.01.2021 03:00:56;250,31;13,48;2.600,51;69,22;289,89;5,88
22.01.2021 04:00:56;231,56;10,49;2.082,86;64,70;250,61;5,72
22.01.2021 05:00:56;200,74;8,26;1.762,32;60,25;211,63;5,65
22.01.2021 06:00:56;173,50;7,22;1.667,35;59,79;200,66;5,70
22.01.2021 07:00:56;153,02;6,13;1.649,99;62,90;186,39;5,79
22.01.2021 08:00:56;144,84;5,84;1.756,12;66,29;222,62;6,10
22.01.2021 09:00:56;144,00;7,18;2.438,23;74,49;330,09;36,92
22.01.2021 10:00:56;206,40;15,12;3.056,31;93,17;415,51;38,28
22.01.2021 11:00:56;309,09;18,88;2.320,81;87,61;313,54;40,56
22.01.2021 12:00:56;310,73;16,74;1.425,48;63,43;164,05;43,76
22.01.2021 13:00:56;224,20;20,54;1.224,21;55,63;131,02;46,76
22.01.2021 14:00:56;161,57;23,80;1.095,93;51,87;116,17;49,16
22.01.2021 15:00:56;141,65;23,08;819,08;39,96;89,73;51,78
22.01.2021 16:00:56;106,93;17,70;613,49;31,54;70,80;52,96
22.01.2021 17:00:56;66,21;13,55;579,84;30,69;83,82;51,54
22.01.2021 18:00:56;53,01;11,08;663,11;46,26;109,57;47,22
22.01.2021 19:00:56;72,72;13,96;1.187,68;85,99;213,01;40,87
22.01.2021 20:00:56;137,73;18,09;1.972,58;107,91;370,81;37,49
22.01.2021 21:00:56;209,37;19,11;3.352,93;123,01;546,04;37,26
22.01.2021 22:00:56;248,88;22,22;4.382,87;127,37;584,67;7,39
22.01.2021 23:00:56;259,67;25,22;4.317,69;108,10;514,11;7,33
23.01.2021 00:00:56;253,03;21,11;3.047,25;87,39;413,89;6,26
23.01.2021 01:00:56;226,33;13,45;2.054,75;75,70;330,00;3,41
23.01.2021 02:00:56;191,36;11,93;2.737,94;83,04;425,72;2,45
23.01.2021 03:00:56;194,96;13,34;3.567,70;86,66;520,58;3,16
23.01.2021 04:00:56;221,30;14,14;4.096,60;82,44;532,00;3,41
23.01.2021 05:00:56;234,04;13,41;4.007,28;70,37;458,51;3,68
23.01.2021 06:00:56;247,71;12,90;3.773,57;62,42;380,33;3,64
23.01.2021 07:00:56;256,40;11,95;3.499,28;67,40;362,13;3,39
23.01.2021 08:00:56;246,66;9,95;3.458,63;72,71;391,56;3,17
23.01.2021 09:00:56;241,67;11,21;4.291,56;87,90;530,33;3,60
23.01.2021 10:00:56;256,20;14,43;4.102,67;101,82;520,00;35,16
23.01.2021 11:00:56;293,24;20,26;2.931,47;102,03;345,26;36,67
23.01.2021 12:00:56;319,43;25,47;2.132,85;87,33;241,63;40,48
23.01.2021 13:00:56;289,20;29,58;1.369,37;59,13;161,27;46,63
23.01.2021 14:00:56;221,06;29,07;1.019,01;42,40;117,23;50,17
23.01.2021 15:00:56;160,70;24,07;907,37;39,56;100,68;51,33
23.01.2021 16:00:56;120,15;19,69;786,17;36,09;89,50;51,96
23.01.2021 17:00:56;88,42;10,79;688,97;26,90;73,26;52,00
23.01.2021 18:00:56;61,39;7,26;672,36;28,68;71,31;49,48
23.01.2021 19:00:56;55,43;12,53;892,44;63,88;136,20;40,77
23.01.2021 20:00:56;71,57;15,14;1.339,39;90,98;217,89;33,97
23.01.2021 21:00:56;96,09;14,47;2.083,46;91,86;283,09;33,78
23.01.2021 22:00:56;125,49;17,77;2.754,34;91,54;311,01;3,90
23.01.2021 23:00:56;145,43;21,41;2.658,79;82,80;236,02;3,53
24.01.2021 00:00:56;157,07;31,45;3.364,07;88,20;361,88;4,21
24.01.2021 01:00:56;197,09;39,97;4.529,42;96,84;546,82;7,08
24.01.2021 02:00:56;258,55;37,06;4.773,74;91,90;542,79;9,04
24.01.2021 03:00:56;295,05;36,08;4.475,61;82,33;453,01;8,92
24.01.2021 04:00:56;299,71;27,51;3.733,11;66,70;325,76;7,92
24.01.2021 05:00:56;284,68;16,38;2.860,73;56,76;249,42;7,02
24.01.2021 06:00:56;247,61;11,64;2.032,04;48,61;177,07;6,79
24.01.2021 07:00:56;200,51;10,18;1.786,84;40,79;138,80;6,87
24.01.2021 08:00:56;165,62;11,32;1.784,22;40,07;133,64;6,90
24.01.2021 09:00:56;145,43;10,46;1.547,51;39,05;120,08;7,02
24.01.2021 10:00:56;127,41;13,61;1.503,73;40,71;118,46;8,06
24.01.2021 11:00:56;117,72;21,15;1.657,55;47,30;132,08;36,01
24.01.2021 12:00:56;121,68;22,68;1.512,48;46,70;115,02;43,72
24.01.2021 13:00:56;113,96;13,55;1.015,52;33,48;76,76;51,07
24.01.2021 14:00:56;86,53;4,96;646,52;23,15;57,64;52,61
24.01.2021 15:00:56;61,82;3,73;577,97;23,76;54,74;51,54
24.01.2021 16:00:56;47,63;3,96;558,10;20,39;48,70;50,69
24.01.2021 17:00:56;38,70;6,92;598,94;19,59;45,15;49,68
24.01.2021 18:00:56;35,32;12,00;676,18;27,77;49,17;47,89
24.01.2021 19:00:56;33,55;14,25;676,49;29,50;48,87;46,95
24.01.2021 20:00:56;30,19;14,78;643,00;34,14;51,11;44,94
24.01.2021 21:00:56;28,37;18,59;838,97;53,68;76,76;39,11
24.01.2021 22:00:56;32,30;23,57;1.071,92;69,67;111,24;9,24
24.01.2021 23:00:56;39,45;24,85;892,83;58,25;92,31;11,52
25.01.2021 00:00:56;42,87;23,11;706,41;41,87;58,26;13,90
25.01.2021 01:00:56;43,90;18,76;807,20;34,81;49,53;11,83
25.01.2021 02:00:56;43,25;14,14;865,42;33,86;46,98;8,82
25.01.2021 03:00:56;42,07;16,35;786,97;36,17;48,75;6,68
25.01.2021 04:00:56;40,73;15,06;785,96;35,72;51,19;5,58
25.01.2021 05:00:56;38,23;8,50;778,89;32,44;47,84;5,65
25.01.2021 06:00:56;38,78;9,30;740,66;30,90;42,90;5,79
25.01.2021 07:00:56;41,68;14,46;775,44;39,16;55,14;4,06
25.01.2021 08:00:56;44,03;14,31;870,53;47,88;81,14;2,66
25.01.2021 09:00:56;48,14;14,72;1.240,69;59,45;136,02;2,58
25.01.2021 10:00:56;59,99;20,60;1.285,10;64,17;169,04;2,81
25.01.2021 11:00:56;75,63;18,60;902,89;59,05;132,49;4,55
25.01.2021 12:00:56;83,72;25,65;773,47;55,34;104,78;6,52
25.01.2021 13:00:56;85,67;31,33;834,26;55,76;107,52;7,13
25.01.2021 14:00:56;87,64;38,46;787,22;55,73;97,78;28,32
25.01.2021 15:00:56;88,99;33,50;632,58;44,31;71,66;30,41
25.01.2021 16:00:56;87,76;17,90;818,10;51,11;85,03;29,08
25.01.2021 17:00:56;86,66;20,35;993,86;63,52;106,02;27,87
25.01.2021 18:00:56;82,50;16,39;753,35;52,72;84,16;30,50
25.01.2021 19:00:56;67,92;12,33;640,21;48,80;78,96;30,61
25.01.2021 20:00:56;51,68;13,81;642,66;47,61;76,08;29,93
25.01.2021 21:00:56;47,63;15,27;597,39;42,25;67,71;29,60
25.01.2021 22:00:56;46,98;12,17;561,76;36,52;56,00;30,98
25.01.2021 23:00:56;41,92;9,70;594,18;35,07;48,58;31,71
26.01.2021 00:00:56;38,72;10,25;641,49;32,55;44,08;31,19
26.01.2021 01:00:56;37,00;10,79;628,46;25,55;34,07;33,28
26.01.2021 02:00:56;36,36;9,31;595,87;26,44;36,49;34,27
26.01.2021 03:00:56;34,93;8,52;605,91;26,37;36,18;33,64
26.01.2021 04:00:56;29,99;8,60;627,54;21,57;28,47;33,83
26.01.2021 05:00:56;27,25;7,24;580,80;21,72;27,68;33,49
26.01.2021 06:00:56;26,36;6,60;541,67;21,86;27,50;33,12
26.01.2021 07:00:56;21,60;7,00;563,58;22,87;28,34;33,13
26.01.2021 08:00:56;18,11;8,23;724,16;37,08;46,17;29,81
26.01.2021 09:00:56;19,05;10,18;1.110,36;55,41;85,64;6,06
26.01.2021 10:00:56;39,53;12,14;1.421,40;62,45;127,65;6,43
26.01.2021 11:00:56;73,25;14,36;1.091,63;51,53;100,79;10,95
26.01.2021 12:00:56;83,12;15,86;708,60;40,23;55,79;35,20
26.01.2021 13:00:56;74,54;13,43;575,53;30,96;42,90;37,58
26.01.2021 14:00:56;63,74;9,14;459,06;19,80;28,78;39,88
26.01.2021 15:00:56;52,69;7,64;448,19;20,47;29,52;39,41
26.01.2021 16:00:56;46,35;6,85;424,00;17,32;28,11;39,58
26.01.2021 17:00:56;41,86;6,21;417,77;16,91;26,07;39,59
26.01.2021 18:00:56;35,01;6,85;425,79;23,76;29,75;38,17
26.01.2021 19:00:56;31,28;7,48;444,00;28,58;39,49;36,83
26.01.2021 20:00:56;29,94;7,27;464,88;33,21;46,57;35,98
26.01.2021 21:00:56;28,48;6,87;455,74;28,61;36,33;35,99
26.01.2021 22:00:56;26,54;6,73;422,05;20,83;25,35;36,74
26.01.2021 23:00:56;23,95;6,85;383,87;18,58;23,19;37,25
27.01.2021 00:00:56;22,74;7,25;353,11;18,48;22,73;36,70
27.01.2021 01:00:56;20,13;6,33;339,99;16,54;19,82;34,69
27.01.2021 02:00:56;17,66;5,02;339,48;14,22;17,18;33,46
27.01.2021 03:00:56;18,16;4,59;337,09;13,37;16,14;33,70
27.01.2021 04:00:56;20,12;4,15;328,92;12,62;15,24;34,14
27.01.2021 05:00:56;21,70;3,85;315,79;11,96;14,40;34,61
27.01.2021 06:00:56;22,07;3,91;308,93;11,82;14,28;34,48
27.01.2021 07:00:56;21,96;5,01;309,29;13,17;16,29;33,99
27.01.2021 08:00:56;21,72;5,19;317,48;16,05;20,51;33,52
27.01.2021 09:00:56;22,82;4,17;328,85;21,01;26,58;32,58
27.01.2021 10:00:56;25,58;4,08;340,30;25,65;33,76;31,68
27.01.2021 11:00:56;28,15;4,05;331,82;21,98;29,94;32,10
27.01.2021 12:00:56;34,66;3,40;316,68;15,98;21,20;32,76
27.01.2021 13:00:56;48,23;3,00;304,54;14,47;18,68;32,47
27.01.2021 14:00:56;62,48;2,72;280,36;13,83;17,63;31,83
27.01.2021 15:00:56;68,28;2,46;261,90;13,46;16,97;31,32
27.01.2021 16:00:56;61,90;2,84;259,87;14,26;17,67;31,44
27.01.2021 17:00:56;51,36;3,49;276,72;15,46;18,86;31,80
27.01.2021 18:00:56;42,22;3,67;307,14;18,50;22,10;31,82
27.01.2021 19:00:56;34,16;3,45;341,63;24,00;28,19;31,89
27.01.2021 20:00:56;26,85;3,20;358,56;25,12;29,54;32,42
27.01.2021 21:00:56;19,98;3,32;363,47;22,76;26,50;32,95
27.01.2021 22:00:56;14,22;4,08;374,22;21,62;24,66;33,36
27.01.2021 23:00:56;10,27;4,92;353,48;17,93;20,64;33,96
28.01.2021 00:00:56;7,86;5,19;329,34;14,19;16,65;34,11
28.01.2021 01:00:56;6,01;4,78;304,45;13,25;15,46;33,65
28.01.2021 02:00:56;4,61;4,24;289,16;12,87;15,04;33,50
28.01.2021 03:00:56;3,79;4,69;327,58;12,34;14,61;33,27
28.01.2021 04:00:56;3,02;5,23;357,62;11,76;13,94;33,27
28.01.2021 05:00:56;2,20;4,25;329,81;11,15;13,20;33,56
28.01.2021 06:00:56;2,33;3,89;334,11;12,33;14,31;33,33
28.01.2021 07:00:56;3,98;5,17;434,16;17,88;20,17;32,38
28.01.2021 08:00:56;5,70;5,84;756,50;45,16;78,50;28,03
28.01.2021 09:00:56;11,38;6,02;931,98;67,19;120,17;3,61
28.01.2021 10:00:56;20,83;8,95;728,85;54,20;84,04;6,11
28.01.2021 11:00:56;26,53;10,37;548,85;34,90;49,59;30,84
28.01.2021 12:00:56;26,83;8,53;465,70;25,05;35,14;32,55
28.01.2021 13:00:56;22,52;6,39;409,77;20,86;28,78;32,35
28.01.2021 14:00:56;17,63;4,18;360,23;17,46;23,09;32,31
28.01.2021 15:00:56;14,51;4,57;336,29;16,50;21,19;32,72
28.01.2021 16:00:56;12,59;4,91;321,49;16,25;20,64;33,33
28.01.2021 17:00:56;12,62;3,76;309,89;16,21;20,42;33,61
28.01.2021 18:00:56;13,68;4,21;350,82;22,39;27,11;32,25
28.01.2021 19:00:56;14,16;7,03;521,24;44,65;54,74;28,39
28.01.2021 20:00:56;15,34;12,22;647,76;58,18;72,48;26,24
28.01.2021 21:00:56;21,28;18,70;782,72;58,53;71,94;5,30
28.01.2021 22:00:56;32,73;15,81;871,95;58,25;90,66;3,69
28.01.2021 23:00:56;43,50;6,89;684,78;53,97;89,13;2,84
29.01.2021 00:00:56;47,52;4,42;601,73;55,38;74,93;2,36
29.01.2021 01:00:56;46,80;7,38;679,78;55,69;71,03;1,82
29.01.2021 02:00:56;45,54;8,55;685,46;47,71;56,50;27,70
29.01.2021 03:00:56;43,74;5,79;610,30;40,52;46,00;30,09
29.01.2021 04:00:56;38,65;3,77;480,85;31,61;36,28;31,38
29.01.2021 05:00:56;31,66;2,63;398,00;21,31;25,25;32,43
29.01.2021 06:00:56;25,95;1,99;428,02;22,76;26,75;31,04
29.01.2021 07:00:56;22,16;2,27;519,87;36,22;44,46;29,39
29.01.2021 08:00:56;20,95;2,52;649,00;50,75;69,53;27,51
29.01.2021 09:00:56;21,70;3,63;1.207,70;70,26;150,93;3,01
29.01.2021 10:00:56;28,89;5,64;1.167,68;64,17;144,17;5,16
29.01.2021 11:00:56;39,80;6,11;638,82;37,30;60,30;38,54
29.01.2021 12:00:56;44,58;5,51;605,02;30,83;48,90;39,73
29.01.2021 13:00:56;46,54;4,70;527,16;30,19;45,79;39,49
29.01.2021 14:00:56;48,56;5,71;442,89;29,08;40,55;40,05
29.01.2021 15:00:56;45,07;7,29;402,93;25,58;34,21;42,02
29.01.2021 16:00:56;37,99;5,04;339,72;21,01;29,46;43,50
29.01.2021 17:00:56;31,28;3,23;296,59;19,59;26,75;43,99
29.01.2021 18:00:56;25,71;4,03;313,40;22,73;28,29;43,17
29.01.2021 19:00:56;21,76;5,63;456,33;39,90;48,11;39,73
29.01.2021 20:00:56;20,84;7,98;625,58;58,13;76,52;35,61
29.01.2021 21:00:56;27,29;10,94;854,50;71,14;108,66;32,96
29.01.2021 22:00:56;42,79;11,96;1.142,61;80,19;149,69;1,62
29.01.2021 23:00:56;55,95;15,00;1.113,72;70,87;123,54;3,15
30.01.2021 00:00:56;58,51;24,15;1.206,09;61,09;76,18;4,40
30.01.2021 01:00:56;60,65;33,54;1.494,11;60,75;74,38;4,16
30.01.2021 02:00:56;66,20;35,95;1.586,53;60,02;72,60;5,46
30.01.2021 03:00:56;68,95;30,60;1.603,37;58,06;71,41;5,38
30.01.2021 04:00:56;69,17;17,57;1.296,36;53,90;73,29;3,39
30.01.2021 05:00:56;71,59;6,79;907,83;45,34;65,24;2,63
30.01.2021 06:00:56;73,22;6,47;876,71;41,26;57,90;2,75
30.01.2021 07:00:56;76,11;12,19;987,51;40,94;59,40;3,01
30.01.2021 08:00:56;79,03;13,79;1.057,90;37,58;65,34;3,14
30.01.2021 09:00:56;78,97;12,11;1.319,63;37,90;99,17;3,59
30.01.2021 10:00:56;87,28;15,30;1.529,04;41,90;121,04;24,47
30.01.2021 11:00:56;105,48;38,89;1.283,76;44,15;112,06;25,00
30.01.2021 12:00:56;118,29;57,18;978,63;44,11;96,59;25,81
30.01.2021 13:00:56;122,88;56,52;872,97;47,92;92,21;27,38
30.01.2021 14:00:56;119,04;36,39;766,33;45,32;82,81;30,09
30.01.2021 15:00:56;102,14;16,90;718,54;33,82;55,83;31,87
30.01.2021 16:00:56;86,05;20,99;845,98;37,86;56,16;30,62
30.01.2021 17:00:56;78,55;20,30;1.032,50;52,46;79,02;27,92
30.01.2021 18:00:56;75,11;17,27;1.094,74;60,57;96,93;26,76
30.01.2021 19:00:56;71,18;12,54;870,87;48,35;73,32;28,85
30.01.2021 20:00:56;58,50;7,91;640,45;31,33;41,37;31,74
30.01.2021 21:00:56;45,07;7,62;655,42;30,67;39,66;31,78
30.01.2021 22:00:56;39,34;8,97;781,59;36,14;44,74;30,46
30.01.2021 23:00:56;36,61;8,82;885,62;42,62;51,74;28,72
31.01.2021 00:00:56;35,25;8,40;981,54;41,34;50,46;28,86
31.01.2021 01:00:56;35,92;8,25;1.035,54;39,17;49,50;28,12
31.01.2021 02:00:56;36,93;8,05;984,88;36,16;45,94;27,87
31.01.2021 03:00:56;37,00;8,23;984,21;36,27;44,37;7,51
31.01.2021 04:00:56;37,01;6,31;860,33;37,44;45,09;5,76
31.01.2021 05:00:56;35,35;4,53;689,20;34,08;40,87;6,04
31.01.2021 06:00:56;34,90;6,60;802,37;41,85;52,02;4,39
31.01.2021 07:00:56;35,29;8,90;889,19;38,96;49,26;6,20
31.01.2021 08:00:56;30,69;10,05;812,06;34,52;41,94;8,35
31.01.2021 09:00:56;23,41;12,18;686,42;37,24;46,23;7,04
31.01.2021 10:00:56;18,35;12,00;652,33;30,72;40,54;33,01
31.01.2021 11:00:56;17,55;12,22;618,59;22,21;31,46;36,33
31.01.2021 12:00:56;20,33;13,34;618,28;21,12;31,36;38,96
31.01.2021 13:00:56;23,20;11,66;594,17;20,64;29,82;40,64
31.01.2021 14:00:56;24,07;7,62;450,84;15,34;21,56;41,28
