Tarih;Konya - Meram;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
11.04.2021 14:00:56;17,27;13,45;322,55;14,60;19,35
11.04.2021 15:00:56;22,24;15,48;250,50;16,74;21,36
11.04.2021 16:00:56;15,29;16,98;210,27;18,80;23,74
11.04.2021 17:00:56;10,41;17,76;227,70;18,84;24,09
11.04.2021 18:00:56;7,88;17,87;249,82;17,48;22,64
11.04.2021 19:00:56;4,99;18,11;251,94;19,39;24,40
11.04.2021 20:00:56;5,06;18,71;270,87;21,74;26,64
11.04.2021 21:00:56;6,56;18,54;309,49;21,23;25,82
11.04.2021 22:00:56;8,06;18,14;333,55;20,77;25,12
11.04.2021 23:00:56;9,44;17,42;350,02;20,43;24,57
12.04.2021 00:00:56;7,43;16,04;376,66;19,12;23,18
12.04.2021 01:00:56;4,83;14,91;447,41;18,76;22,41
12.04.2021 02:00:56;-;14,12;567,10;18,26;21,41
12.04.2021 03:00:56;0,03;13,44;694,91;17,34;20,33
12.04.2021 04:00:56;1,13;12,85;695,45;17,02;19,95
12.04.2021 05:00:56;4,59;12,42;672,24;20,06;23,11
12.04.2021 06:00:56;6,63;11,91;779,96;24,37;27,54
12.04.2021 07:00:56;10,71;11,37;1.005,98;28,82;31,58
12.04.2021 08:00:56;15,38;11,20;1.193,91;39,71;49,42
12.04.2021 09:00:56;11,84;12,89;1.135,89;41,64;56,55
12.04.2021 10:00:56;8,82;14,48;836,14;34,05;46,61
12.04.2021 11:00:56;17,82;15,42;588,77;32,78;41,72
12.04.2021 12:00:56;24,35;17,84;538,66;35,47;42,33
12.04.2021 13:00:56;20,23;18,71;471,38;30,70;36,12
12.04.2021 14:00:56;13,55;19,46;518,83;27,05;33,29
12.04.2021 15:00:56;16,09;20,14;595,89;31,58;40,34
12.04.2021 16:00:56;16,83;19,21;621,76;35,72;45,49
12.04.2021 17:00:56;13,57;18,64;649,42;38,36;48,47
12.04.2021 18:00:56;15,02;18,68;604,88;45,14;57,23
12.04.2021 19:00:56;15,50;19,85;642,81;57,45;76,77
12.04.2021 20:00:56;15,43;20,41;713,63;69,63;97,66
12.04.2021 21:00:56;13,60;19,58;678,74;74,57;102,98
12.04.2021 22:00:56;15,82;18,52;600,03;60,56;76,22
12.04.2021 23:00:56;10,61;18,10;620,21;40,95;45,85
13.04.2021 00:00:56;3,81;18,23;713,51;37,46;41,62
13.04.2021 01:00:56;12,60;19,95;829,92;34,72;38,93
13.04.2021 02:00:56;25,99;22,15;969,39;32,49;37,74
13.04.2021 03:00:56;36,30;21,16;928,43;30,00;35,42
13.04.2021 04:00:56;30,29;22,38;1.085,23;27,77;32,32
13.04.2021 05:00:56;28,23;23,39;1.215,42;29,02;33,48
13.04.2021 06:00:56;31,83;20,12;1.154,32;29,59;34,38
13.04.2021 07:00:56;28,28;16,23;1.142,15;30,69;36,11
13.04.2021 08:00:56;22,27;14,76;1.006,53;36,77;48,42
13.04.2021 09:00:56;18,46;14,57;977,51;42,24;76,19
13.04.2021 10:00:56;30,47;16,98;1.049,03;42,22;85,21
13.04.2021 11:00:56;40,58;19,77;976,55;35,17;63,16
13.04.2021 12:00:56;27,43;17,59;842,20;24,27;39,38
13.04.2021 13:00:56;14,72;15,07;815,30;22,23;31,77
13.04.2021 14:00:56;20,68;14,92;810,42;24,83;34,15
13.04.2021 15:00:56;24,48;15,39;884,03;29,33;39,19
13.04.2021 16:00:56;24,05;15,41;919,58;32,04;40,96
13.04.2021 17:00:56;25,57;14,29;887,75;29,30;35,97
13.04.2021 18:00:56;26,85;13,79;913,66;30,95;36,40
13.04.2021 19:00:56;22,92;15,42;986,23;44,03;50,73
13.04.2021 20:00:56;22,14;18,14;1.073,53;56,67;64,86
13.04.2021 21:00:56;25,11;23,71;1.151,50;52,17;58,07
13.04.2021 22:00:56;28,64;32,85;1.353,67;47,00;50,95
13.04.2021 23:00:56;45,31;30,85;1.308,90;42,42;46,54
14.04.2021 00:00:56;50,42;23,05;1.067,39;30,99;34,42
14.04.2021 01:00:56;36,31;20,81;1.024,21;28,26;31,50
14.04.2021 02:00:56;32,85;17,77;1.095,31;33,16;36,95
14.04.2021 03:00:56;41,78;15,95;1.220,48;45,32;51,35
14.04.2021 04:00:56;47,65;15,68;1.142,27;49,44;55,85
14.04.2021 05:00:56;39,21;22,99;1.694,57;47,39;54,24
14.04.2021 06:00:56;49,55;29,77;2.522,93;48,61;59,30
14.04.2021 07:00:56;64,95;24,92;2.208,80;43,09;53,65
14.04.2021 08:00:56;49,52;23,30;1.799,09;44,06;62,78
14.04.2021 09:00:56;40,85;27,27;1.827,74;49,78;85,01
14.04.2021 10:00:56;49,84;25,92;1.473,70;41,11;71,66
14.04.2021 11:00:56;43,29;18,80;1.017,68;27,61;43,50
14.04.2021 12:00:56;25,55;13,48;883,03;20,81;31,15
14.04.2021 13:00:56;14,46;11,00;860,10;18,74;26,08
14.04.2021 14:00:56;14,59;9,98;878,96;17,23;22,47
14.04.2021 15:00:56;16,03;9,54;824,13;15,84;19,72
14.04.2021 16:00:56;17,50;9,17;700,04;14,87;18,23
14.04.2021 17:00:56;16,41;8,94;654,14;14,07;16,85
14.04.2021 18:00:56;15,81;4,21;676,99;18,90;21,93
14.04.2021 19:00:56;23,46;5,08;708,50;27,22;30,79
14.04.2021 20:00:56;21,40;8,16;736,34;31,09;34,18
14.04.2021 21:00:56;20,07;11,28;721,55;28,27;30,96
14.04.2021 22:00:56;20,72;11,35;650,71;22,20;24,58
14.04.2021 23:00:56;13,34;10,39;611,64;17,20;19,06
15.04.2021 00:00:56;10,06;9,71;610,49;15,39;17,07
15.04.2021 01:00:56;11,49;8,90;528,30;14,39;15,92
15.04.2021 02:00:56;10,97;8,17;435,73;13,84;15,31
15.04.2021 03:00:56;10,62;7,93;449,69;13,92;15,41
15.04.2021 04:00:56;14,04;8,11;455,26;16,53;18,19
15.04.2021 05:00:56;14,36;7,95;410,36;17,72;19,60
15.04.2021 06:00:56;10,94;7,80;411,71;18,59;20,69
15.04.2021 07:00:56;9,50;8,16;489,57;22,83;25,40
15.04.2021 08:00:56;9,80;9,00;636,69;35,62;41,12
15.04.2021 09:00:56;18,52;12,15;920,68;49,47;63,89
15.04.2021 10:00:56;31,04;12,58;920,87;43,01;58,31
15.04.2021 11:00:56;30,67;8,81;668,79;26,27;34,26
15.04.2021 12:00:56;22,33;6,25;575,84;17,33;22,80
15.04.2021 13:00:56;18,46;5,06;550,80;15,70;20,36
15.04.2021 14:00:56;17,62;4,33;498,15;13,70;17,03
15.04.2021 15:00:56;21,07;3,96;466,96;12,79;15,46
15.04.2021 16:00:56;21,92;3,92;448,48;13,48;16,30
15.04.2021 17:00:56;20,44;4,04;425,08;15,10;18,09
15.04.2021 18:00:56;18,42;4,42;431,86;17,82;20,77
15.04.2021 19:00:56;17,17;5,19;452,97;19,32;21,53
15.04.2021 20:00:56;21,50;6,72;487,94;21,93;23,52
15.04.2021 21:00:56;20,96;7,99;495,71;24,87;26,32
15.04.2021 22:00:56;20,47;8,12;482,40;24,78;26,37
15.04.2021 23:00:56;18,90;8,10;479,72;24,87;26,59
16.04.2021 00:00:56;17,10;8,44;488,82;23,35;25,13
16.04.2021 01:00:56;19,38;9,13;512,50;19,01;20,85
16.04.2021 02:00:56;15,97;11,22;618,26;19,49;21,61
16.04.2021 03:00:56;16,14;11,08;631,60;18,99;21,26
16.04.2021 04:00:56;18,92;9,29;594,92;17,28;19,65
16.04.2021 05:00:56;17,11;10,42;706,48;19,33;21,98
16.04.2021 06:00:56;20,60;9,77;651,03;18,18;20,88
16.04.2021 07:00:56;22,29;7,47;515,74;18,00;21,00
16.04.2021 08:00:56;17,08;10,77;818,85;33,25;46,16
16.04.2021 09:00:56;20,57;16,33;1.296,59;49,72;80,90
16.04.2021 10:00:56;35,12;14,21;1.131,27;44,48;75,53
16.04.2021 11:00:56;35,63;7,69;702,26;26,11;40,34
16.04.2021 12:00:56;26,73;4,66;561,87;15,49;20,76
16.04.2021 13:00:56;19,31;4,15;535,34;13,97;17,91
16.04.2021 14:00:56;15,57;4,07;539,27;13,25;16,55
16.04.2021 15:00:56;16,89;4,11;520,41;12,70;15,67
16.04.2021 16:00:56;13,91;4,10;511,99;13,28;15,74
16.04.2021 17:00:56;12,03;3,86;520,75;17,34;20,38
16.04.2021 18:00:56;13,04;3,84;511,01;19,77;23,13
16.04.2021 19:00:56;13,97;5,08;519,55;24,64;27,53
16.04.2021 20:00:56;12,89;5,42;540,37;34,62;37,63
16.04.2021 21:00:56;9,93;6,31;505,68;30,06;32,33
16.04.2021 22:00:56;8,80;8,74;543,08;24,07;25,78
16.04.2021 23:00:56;17,24;8,03;570,66;27,26;29,25
17.04.2021 00:00:56;21,91;7,31;530,83;25,79;27,79
17.04.2021 01:00:56;20,04;9,33;544,64;25,11;27,13
17.04.2021 02:00:56;21,02;11,55;635,07;28,99;31,48
17.04.2021 03:00:56;21,64;14,52;909,32;32,15;35,20
17.04.2021 04:00:56;25,92;20,36;1.428,53;41,67;45,99
17.04.2021 05:00:56;37,10;21,95;1.630,78;46,93;51,83
17.04.2021 06:00:56;37,56;19,85;1.735,34;46,44;51,86
17.04.2021 07:00:56;41,79;24,80;2.543,26;48,52;61,76
17.04.2021 08:00:56;61,22;29,76;2.710,27;47,58;71,26
17.04.2021 09:00:56;65,31;32,40;1.849,83;48,92;83,18
17.04.2021 10:00:56;60,80;27,91;1.324,58;51,15;87,72
17.04.2021 11:00:56;55,12;20,79;1.209,77;51,12;80,05
17.04.2021 12:00:56;45,75;15,97;1.089,19;43,86;62,55
17.04.2021 13:00:56;39,72;10,66;934,49;32,80;42,38
17.04.2021 14:00:56;32,33;9,17;901,22;29,41;37,87
17.04.2021 15:00:56;29,09;8,30;898,35;26,58;35,23
17.04.2021 16:00:56;31,00;6,62;850,23;19,87;26,96
17.04.2021 17:00:56;31,05;5,37;807,35;15,79;21,18
17.04.2021 18:00:56;32,55;4,80;775,11;14,94;18,84
17.04.2021 19:00:56;33,59;5,02;706,70;16,79;20,00
17.04.2021 20:00:56;36,20;5,55;643,83;19,13;21,83
17.04.2021 21:00:56;40,80;5,71;587,63;16,24;18,52
17.04.2021 22:00:56;34,71;5,75;529,66;12,80;14,82
17.04.2021 23:00:56;28,68;6,11;527,94;14,39;16,34
18.04.2021 00:00:56;33,65;7,80;601,43;18,72;21,00
18.04.2021 01:00:56;36,91;8,95;647,16;19,63;22,09
18.04.2021 02:00:56;34,23;7,19;575,40;15,92;18,00
18.04.2021 03:00:56;27,29;5,63;529,39;12,91;14,64
18.04.2021 04:00:56;22,00;5,74;529,82;10,55;12,05
18.04.2021 05:00:56;21,92;7,44;569,63;10,56;11,94
18.04.2021 06:00:56;19,39;9,98;693,34;14,01;15,58
18.04.2021 07:00:56;16,10;12,61;851,02;17,96;19,99
18.04.2021 08:00:56;18,51;13,82;997,89;27,58;32,61
18.04.2021 09:00:56;18,55;15,12;1.098,03;31,68;38,39
18.04.2021 10:00:56;20,73;15,51;1.025,17;31,67;39,45
18.04.2021 11:00:56;25,87;11,49;821,30;26,24;33,92
18.04.2021 12:00:56;22,24;8,40;697,70;14,16;18,30
18.04.2021 13:00:56;16,56;8,69;703,88;12,30;15,38
18.04.2021 14:00:56;18,64;7,69;743,12;12,32;15,38
18.04.2021 15:00:56;21,73;6,96;754,62;11,77;14,52
18.04.2021 16:00:56;28,19;7,52;741,82;12,26;15,44
18.04.2021 17:00:56;30,98;7,36;709,12;15,57;19,16
18.04.2021 18:00:56;31,01;6,35;660,78;17,61;20,46
18.04.2021 19:00:56;30,17;6,60;682,72;21,60;24,87
18.04.2021 20:00:56;36,21;7,76;735,03;24,64;29,62
18.04.2021 21:00:56;39,08;8,72;726,45;22,38;30,73
18.04.2021 22:00:56;29,36;9,34;711,97;22,68;32,60
18.04.2021 23:00:56;25,96;9,46;700,20;21,82;27,64
19.04.2021 00:00:56;24,91;9,86;703,86;21,33;25,01
19.04.2021 01:00:56;22,37;10,14;604,57;21,16;24,71
19.04.2021 02:00:56;19,44;10,15;490,44;20,32;23,61
19.04.2021 03:00:56;18,14;10,47;550,68;24,19;27,76
19.04.2021 04:00:56;22,09;10,27;613,05;26,20;30,12
19.04.2021 05:00:56;23,31;9,87;617,85;25,62;29,96
19.04.2021 06:00:56;18,96;9,46;565,31;24,02;28,66
19.04.2021 07:00:56;18,04;8,73;487,57;23,87;29,23
19.04.2021 08:00:56;19,12;8,76;506,21;33,52;42,58
19.04.2021 09:00:56;22,15;9,11;627,88;40,33;58,31
19.04.2021 10:00:56;25,40;8,80;662,43;35,66;53,18
19.04.2021 11:00:56;22,38;8,03;586,57;27,00;36,10
19.04.2021 12:00:56;20,51;7,48;547,25;19,36;25,70
19.04.2021 13:00:56;19,96;6,62;530,20;14,84;19,72
19.04.2021 14:00:56;19,67;6,15;544,49;14,38;18,77
19.04.2021 15:00:56;23,45;6,39;568,25;14,87;18,87
19.04.2021 16:00:56;21,95;7,45;586,44;16,03;19,46
19.04.2021 17:00:56;21,63;8,04;592,32;19,62;23,39
19.04.2021 18:00:56;24,82;6,55;528,10;24,23;28,71
19.04.2021 19:00:56;33,44;5,27;431,20;26,83;30,87
19.04.2021 20:00:56;42,96;5,34;409,45;27,94;34,02
19.04.2021 21:00:56;41,42;6,09;427,18;23,28;28,73
19.04.2021 22:00:56;40,09;6,27;385,39;15,94;17,88
19.04.2021 23:00:56;41,86;5,83;334,06;12,82;14,48
20.04.2021 00:00:56;38,59;5,62;327,40;12,31;13,75
20.04.2021 01:00:56;42,03;5,46;353,24;12,43;13,71
20.04.2021 02:00:56;40,06;5,63;413,86;12,68;13,86
20.04.2021 03:00:56;29,10;6,17;469,19;15,71;17,25
20.04.2021 04:00:56;32,49;6,82;530,03;18,59;20,79
20.04.2021 05:00:56;30,26;7,07;570,63;19,80;22,38
20.04.2021 06:00:56;26,06;7,21;567,06;21,62;24,56
20.04.2021 07:00:56;26,15;7,61;548,35;24,54;29,02
20.04.2021 08:00:56;17,23;8,32;617,65;35,09;47,92
20.04.2021 09:00:56;11,58;9,00;702,98;44,64;69,14
20.04.2021 10:00:56;14,10;8,59;685,15;38,26;60,13
20.04.2021 11:00:56;15,37;7,46;659,19;29,50;44,66
20.04.2021 12:00:56;12,34;6,62;675,72;28,21;43,23
20.04.2021 13:00:56;8,93;6,37;705,04;28,22;40,78
20.04.2021 14:00:56;7,28;6,18;718,91;29,21;39,67
20.04.2021 15:00:56;14,72;5,86;735,70;30,67;40,65
20.04.2021 16:00:56;15,15;5,85;753,83;32,51;41,66
20.04.2021 17:00:56;20,77;6,01;677,43;30,34;37,80
20.04.2021 18:00:56;23,00;5,47;470,25;22,65;27,74
20.04.2021 19:00:56;11,29;5,17;304,05;20,59;23,64
20.04.2021 20:00:56;5,82;6,12;252,60;21,70;23,65
20.04.2021 21:00:56;1,92;6,90;272,75;24,63;26,63
20.04.2021 22:00:56;14,61;6,80;336,95;33,61;36,66
20.04.2021 23:00:56;27,62;6,66;350,77;36,25;39,84
21.04.2021 00:00:56;16,50;7,07;321,00;30,09;33,08
21.04.2021 01:00:56;4,92;6,84;379,88;22,40;24,63
21.04.2021 02:00:56;2,94;6,44;459,39;18,15;20,33
21.04.2021 03:00:56;1,51;6,81;471,39;16,63;18,86
21.04.2021 04:00:56;2,09;6,85;502,24;15,89;18,17
21.04.2021 05:00:56;4,53;7,03;506,62;16,68;19,26
21.04.2021 06:00:56;4,92;6,87;502,54;20,50;23,88
21.04.2021 07:00:56;2,97;6,43;499,84;23,77;27,84
21.04.2021 08:00:56;2,54;7,12;497,47;26,29;31,30
21.04.2021 09:00:56;3,50;7,78;554,77;30,40;37,94
21.04.2021 10:00:56;3,51;7,75;596,60;32,70;41,92
21.04.2021 11:00:56;-;-;-;-;-
21.04.2021 12:00:56;-;5,65;352,65;17,19;20,72
21.04.2021 13:00:56;-;5,25;222,56;9,06;9,27
21.04.2021 14:00:56;7,46;4,70;313,19;9,41;9,48
21.04.2021 15:00:56;6,49;4,79;321,30;11,08;11,60
21.04.2021 16:00:56;6,46;5,05;327,86;12,13;12,76
21.04.2021 17:00:56;4,89;5,26;324,18;13,35;14,10
21.04.2021 18:00:56;2,08;5,78;360,14;24,72;27,53
21.04.2021 19:00:56;4,64;6,76;440,79;48,20;55,23
21.04.2021 20:00:56;8,02;7,09;415,60;52,38;58,86
21.04.2021 21:00:56;8,55;7,29;347,90;36,42;38,96
21.04.2021 22:00:56;9,99;7,27;368,23;34,50;35,96
21.04.2021 23:00:56;9,38;6,71;341,31;35,84;37,46
22.04.2021 00:00:56;5,94;6,67;288,11;31,78;33,30
22.04.2021 01:00:56;4,52;6,67;362,22;25,29;26,37
22.04.2021 02:00:56;5,00;6,29;404,88;17,25;18,17
22.04.2021 03:00:56;5,07;6,18;351,06;14,32;15,09
22.04.2021 04:00:56;7,06;6,10;349,85;13,71;14,40
22.04.2021 05:00:56;7,91;6,14;344,61;14,40;15,24
22.04.2021 06:00:56;5,47;6,31;323,82;16,55;17,98
22.04.2021 07:00:56;4,99;6,73;318,78;18,50;20,25
22.04.2021 08:00:56;4,44;7,15;324,11;20,10;22,01
22.04.2021 09:00:56;3,63;7,07;346,01;21,24;23,91
22.04.2021 10:00:56;7,20;7,20;407,60;23,11;27,20
22.04.2021 11:00:56;11,04;8,37;476,80;25,53;30,63
22.04.2021 12:00:56;12,04;8,34;513,71;24,95;29,73
22.04.2021 13:00:56;13,48;7,35;551,53;24,52;28,79
22.04.2021 14:00:56;12,39;7,12;576,19;24,68;28,81
22.04.2021 15:00:56;9,51;6,88;601,17;25,39;29,60
22.04.2021 16:00:56;10,11;6,62;635,94;27,89;32,41
22.04.2021 17:00:56;13,55;6,48;667,26;34,12;40,52
22.04.2021 18:00:56;14,43;6,47;682,73;41,26;49,74
22.04.2021 19:00:56;12,45;6,83;685,50;52,44;62,45
22.04.2021 20:00:56;10,98;7,49;639,64;58,41;68,11
22.04.2021 21:00:56;10,50;7,56;534,86;47,58;53,01
22.04.2021 22:00:56;10,42;7,22;459,64;39,67;43,79
22.04.2021 23:00:56;7,91;7,06;453,43;40,77;45,25
23.04.2021 00:00:56;5,50;7,16;521,82;47,17;50,23
23.04.2021 01:00:56;5,52;7,08;506,65;46,04;48,48
23.04.2021 02:00:56;5,98;6,78;419,89;36,73;38,82
23.04.2021 03:00:56;5,53;6,58;402,62;29,98;32,11
23.04.2021 04:00:56;6,54;6,36;389,74;23,19;25,34
23.04.2021 05:00:56;7,44;6,40;361,76;21,06;23,26
23.04.2021 06:00:56;5,44;6,23;324,09;22,01;24,29
23.04.2021 07:00:56;3,97;6,33;306,88;30,08;33,17
23.04.2021 08:00:56;3,02;6,87;321,46;37,47;43,41
23.04.2021 09:00:56;4,24;7,09;370,86;37,92;47,06
23.04.2021 10:00:56;11,91;10,52;421,06;34,42;43,11
23.04.2021 11:00:56;23,54;11,15;419,76;24,49;29,49
23.04.2021 12:00:56;22,57;7,76;419,94;17,36;19,61
23.04.2021 13:00:56;10,33;6,68;444,23;14,91;16,09
23.04.2021 14:00:56;6,59;6,26;466,62;13,51;14,18
23.04.2021 15:00:56;9,04;6,44;489,58;13,07;13,70
23.04.2021 16:00:56;10,02;6,65;514,97;13,14;13,84
23.04.2021 17:00:56;10,52;6,67;525,66;14,24;15,22
23.04.2021 18:00:56;11,11;7,63;550,34;20,65;22,65
23.04.2021 19:00:56;14,59;9,58;570,41;26,73;28,96
23.04.2021 20:00:56;16,47;16,26;599,52;33,08;34,70
23.04.2021 21:00:56;15,99;16,09;714,67;44,38;46,11
23.04.2021 22:00:56;15,52;9,31;799,92;60,75;63,38
23.04.2021 23:00:56;16,49;8,23;739,17;64,25;67,46
24.04.2021 00:00:56;15,35;7,21;568,32;44,19;46,96
24.04.2021 01:00:56;11,37;6,26;431,28;24,53;26,50
24.04.2021 02:00:56;7,35;5,78;391,16;17,24;18,78
24.04.2021 03:00:56;3,53;7,21;399,45;18,84;20,38
24.04.2021 04:00:56;4,80;16,91;452,69;27,12;28,98
24.04.2021 05:00:56;14,22;16,75;509,47;34,28;39,42
24.04.2021 06:00:56;19,30;8,69;536,66;37,02;46,06
24.04.2021 07:00:56;12,79;7,86;505,83;36,19;45,62
24.04.2021 08:00:56;8,70;11,02;522,54;35,01;44,01
24.04.2021 09:00:56;14,56;15,84;531,58;30,64;37,98
24.04.2021 10:00:56;19,34;14,31;503,70;25,70;31,40
24.04.2021 11:00:56;14,87;10,16;517,40;23,17;27,65
24.04.2021 12:00:56;11,46;8,30;534,22;19,50;22,38
24.04.2021 13:00:56;10,46;7,95;563,29;18,08;20,33
24.04.2021 14:00:56;9,50;8,21;590,38;18,35;20,49
24.04.2021 15:00:56;9,47;9,15;598,51;18,42;20,43
24.04.2021 16:00:56;8,45;8,89;587,83;17,56;19,26
24.04.2021 17:00:56;7,57;8,24;582,72;17,81;19,20
24.04.2021 18:00:56;9,54;8,55;582,30;20,00;21,34
24.04.2021 19:00:56;10,46;8,90;567,70;21,18;22,31
24.04.2021 20:00:56;9,73;10,69;704,87;32,31;33,58
24.04.2021 21:00:56;16,67;10,43;785,60;45,01;46,69
24.04.2021 22:00:56;19,39;8,95;818,77;51,33;53,96
24.04.2021 23:00:56;17,00;8,76;879,04;56,73;59,75
25.04.2021 00:00:56;16,36;8,39;819,03;54,84;57,43
25.04.2021 01:00:56;13,04;8,21;777,34;48,98;51,79
25.04.2021 02:00:56;14,45;7,37;671,45;37,58;40,50
25.04.2021 03:00:56;12,32;6,89;593,23;28,65;31,51
25.04.2021 04:00:56;8,55;7,46;643,17;34,81;38,24
25.04.2021 05:00:56;10,22;16,95;875,63;52,50;62,03
25.04.2021 06:00:56;16,44;17,16;799,90;43,18;52,92
25.04.2021 07:00:56;12,83;8,77;617,62;32,91;40,72
25.04.2021 08:00:56;10,87;12,06;860,29;44,16;54,77
25.04.2021 09:00:56;15,85;15,61;848,25;39,84;48,93
25.04.2021 10:00:56;11,85;14,96;657,68;30,60;37,66
25.04.2021 11:00:56;7,94;12,09;636,03;26,54;32,17
25.04.2021 12:00:56;6,47;8,70;610,30;23,90;28,88
25.04.2021 13:00:56;5,64;7,16;610,70;20,58;25,11
25.04.2021 14:00:56;10,09;6,62;644,50;18,16;22,28
25.04.2021 15:00:56;11,33;6,39;678,92;18,29;22,13
25.04.2021 16:00:56;6,96;6,35;688,32;18,79;22,56
25.04.2021 17:00:56;6,02;6,38;689,34;19,10;22,88
25.04.2021 18:00:56;6,50;6,57;690,73;21,09;24,85
25.04.2021 19:00:56;6,46;7,00;670,61;23,18;26,89
25.04.2021 20:00:56;5,56;7,63;658,82;22,27;25,50
25.04.2021 21:00:56;7,62;8,06;640,39;19,09;21,60
25.04.2021 22:00:56;10,44;8,07;609,89;19,25;21,74
25.04.2021 23:00:56;8,43;7,94;600,09;23,53;26,38
26.04.2021 00:00:56;7,07;7,77;593,28;25,53;28,65
26.04.2021 01:00:56;8,99;7,52;522,36;22,26;25,11
26.04.2021 02:00:56;8,44;7,14;452,91;18,69;21,04
26.04.2021 03:00:56;7,00;6,93;436,54;18,52;20,76
26.04.2021 04:00:56;6,98;7,01;411,40;17,12;19,44
26.04.2021 05:00:56;6,45;6,88;404,34;16,23;18,69
26.04.2021 06:00:56;4,99;6,48;410,28;17,61;20,36
26.04.2021 07:00:56;5,04;6,30;398,86;17,84;21,03
26.04.2021 08:00:56;5,95;6,64;428,25;22,33;27,68
26.04.2021 09:00:56;4,44;6,81;452,13;26,27;33,45
26.04.2021 10:00:56;3,02;6,62;430,75;24,22;30,86
26.04.2021 11:00:56;3,52;6,47;464,40;26,48;34,55
26.04.2021 12:00:56;4,00;6,61;566,13;40,10;54,05
26.04.2021 13:00:56;4,00;6,73;599,07;46,12;62,44
26.04.2021 14:00:56;3,98;6,21;558,50;35,24;47,16
26.04.2021 15:00:56;3,51;5,96;560,44;28,35;37,67
26.04.2021 16:00:56;4,01;5,92;535,37;22,64;29,91
26.04.2021 17:00:56;4,01;5,66;531,68;19,81;26,67
26.04.2021 18:00:56;4,56;5,67;552,48;23,83;32,79
26.04.2021 19:00:56;6,02;6,31;576,87;30,26;40,89
26.04.2021 20:00:56;6,54;6,75;559,90;32,78;42,32
26.04.2021 21:00:56;7,51;6,62;478,46;25,52;31,43
26.04.2021 22:00:56;7,87;6,45;431,21;22,17;26,44
26.04.2021 23:00:56;4,16;6,31;401,76;24,99;28,95
27.04.2021 00:00:56;6,51;6,24;371,60;25,11;28,90
27.04.2021 01:00:56;5,92;6,24;382,13;24,08;27,70
27.04.2021 02:00:56;4,06;6,13;374,13;21,38;24,87
27.04.2021 03:00:56;5,47;6,72;456,75;18,61;22,04
27.04.2021 04:00:56;4,64;7,79;716,40;23,87;27,77
27.04.2021 05:00:56;9,67;7,33;711,15;27,30;31,76
27.04.2021 06:00:56;13,35;6,48;526,75;24,18;29,04
27.04.2021 07:00:56;9,43;6,79;475,81;25,31;31,31
27.04.2021 08:00:56;8,08;7,35;470,57;31,05;43,05
27.04.2021 09:00:56;10,50;7,68;515,48;34,64;53,41
27.04.2021 10:00:56;11,87;7,52;546,40;32,34;49,15
27.04.2021 11:00:56;8,56;7,27;558,40;29,93;42,99
27.04.2021 12:00:56;11,03;6,93;574,88;27,32;38,14
27.04.2021 13:00:56;10,83;6,31;573,05;22,20;29,54
27.04.2021 14:00:56;7,60;5,91;573,07;19,18;24,27
27.04.2021 15:00:56;9,99;5,83;579,15;18,22;22,24
27.04.2021 16:00:56;9,38;6,00;590,38;18,43;22,00
27.04.2021 17:00:56;6,41;6,23;596,37;20,20;24,16
27.04.2021 18:00:56;4,50;6,37;618,41;25,22;30,03
27.04.2021 19:00:56;4,59;6,71;645,88;32,59;37,64
27.04.2021 20:00:56;7,13;7,73;735,76;44,62;49,49
27.04.2021 21:00:56;10,71;9,52;873,46;53,73;57,69
27.04.2021 22:00:56;16,67;9,57;917,88;59,07;62,65
27.04.2021 23:00:56;20,01;8,70;863,34;57,40;61,37
28.04.2021 00:00:56;20,62;9,45;913,31;55,48;61,23
28.04.2021 01:00:56;23,46;9,57;886,25;50,51;56,65
28.04.2021 02:00:56;21,66;8,30;725,19;37,84;42,56
28.04.2021 03:00:56;12,78;7,56;701,06;34,69;39,42
28.04.2021 04:00:56;8,58;7,92;878,92;42,40;53,14
28.04.2021 05:00:56;10,73;11,00;1.255,35;52,76;86,85
28.04.2021 06:00:56;17,17;11,70;1.389,91;53,89;95,53
28.04.2021 07:00:56;20,39;9,42;1.184,48;51,11;82,11
28.04.2021 08:00:56;18,02;11,34;1.070,59;55,72;105,76
28.04.2021 09:00:56;18,61;32,17;1.036,00;68,54;137,84
28.04.2021 10:00:56;21,46;47,03;949,73;72,08;131,00
28.04.2021 11:00:56;18,24;26,10;840,95;57,12;95,37
28.04.2021 12:00:56;11,39;8,55;745,72;39,83;60,67
28.04.2021 13:00:56;8,50;7,21;651,89;31,08;44,54
28.04.2021 14:00:56;9,02;6,28;519,05;24,64;34,65
28.04.2021 15:00:56;8,83;5,88;460,18;22,10;30,07
28.04.2021 16:00:56;3,90;6,06;472,83;25,98;32,86
28.04.2021 17:00:56;1,54;6,38;471,76;29,42;36,03
28.04.2021 18:00:56;2,49;6,44;458,55;29,85;36,03
28.04.2021 19:00:56;2,02;6,25;468,27;32,74;38,26
28.04.2021 20:00:56;3,14;6,01;478,06;35,48;40,20
28.04.2021 21:00:56;7,03;7,58;567,72;38,63;42,98
28.04.2021 22:00:56;7,49;7,90;585,41;40,83;46,11
28.04.2021 23:00:56;7,62;6,06;459,32;30,66;35,52
29.04.2021 00:00:56;11,11;5,79;437,65;24,63;28,17
