Tarih;Konya-Erenköy-Belediye;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
17.01.2021 11:00:56;11,20;5,25;674,85;32,16;47,67;-
17.01.2021 12:00:56;21,10;2,82;694,45;34,16;50,63;-
17.01.2021 13:00:56;36,46;6,31;642,10;33,72;47,64;-
17.01.2021 14:00:56;34,88;2,30;554,19;32,38;44,88;-
17.01.2021 15:00:56;36,29;2,07;603,50;29,34;41,29;-
17.01.2021 16:00:56;34,23;2,53;337,90;24,01;29,14;-
17.01.2021 17:00:56;28,08;1,61;367,01;25,14;31,84;-
17.01.2021 18:00:56;24,53;2,11;399,91;25,06;30,88;-
17.01.2021 19:00:56;14,35;3,28;362,29;21,18;25,14;-
17.01.2021 20:00:56;17,05;5,29;556,32;18,48;22,15;-
17.01.2021 21:00:56;11,19;6,29;683,75;17,39;21,64;-
17.01.2021 22:00:56;16,40;6,64;607,18;18,17;23,93;-
17.01.2021 23:00:56;24,03;7,24;464,65;18,34;23,07;-
18.01.2021 00:00:56;26,60;6,31;416,49;17,69;21,85;-
18.01.2021 01:00:56;21,45;7,99;751,71;18,87;25,66;-
18.01.2021 02:00:56;24,92;8,49;777,13;19,33;26,31;-
18.01.2021 03:00:56;23,22;7,92;626,04;19,04;25,64;-
18.01.2021 04:00:56;26,50;8,05;637,01;18,78;23,89;-
18.01.2021 05:00:56;21,06;9,13;934,51;23,74;30,72;-
18.01.2021 06:00:56;42,21;9,53;909,14;20,88;28,47;-
18.01.2021 07:00:56;33,25;9,63;761,40;22,62;35,12;-
18.01.2021 08:00:56;40,82;9,52;1.067,32;30,03;70,56;-
18.01.2021 09:00:56;62,96;9,58;1.129,49;33,45;68,25;-
18.01.2021 10:00:56;56,46;10,25;998,71;33,68;59,73;-
18.01.2021 11:00:56;60,71;8,25;638,04;28,78;41,58;-
18.01.2021 12:00:56;45,39;6,02;609,99;28,25;38,85;-
18.01.2021 13:00:56;43,31;6,67;769,17;32,08;47,04;-
18.01.2021 14:00:56;61,34;5,91;478,24;24,04;30,46;-
18.01.2021 15:00:56;33,90;6,74;420,47;24,57;31,84;-
18.01.2021 16:00:56;37,45;6,64;439,20;28,93;36,00;-
18.01.2021 17:00:56;23,24;6,03;498,10;29,17;36,20;-
18.01.2021 18:00:56;24,93;5,77;608,67;32,50;42,10;-
18.01.2021 19:00:56;19,69;6,17;647,78;38,15;56,06;-
18.01.2021 20:00:56;25,24;6,93;757,28;38,12;61,29;-
18.01.2021 21:00:56;37,29;7,31;932,36;40,58;63,34;-
18.01.2021 22:00:56;43,56;6,82;831,29;33,53;43,68;-
18.01.2021 23:00:56;38,11;6,63;560,90;17,96;20,44;-
19.01.2021 00:00:56;30,64;5,08;339,76;15,80;17,31;-
19.01.2021 01:00:56;23,04;5,73;326,09;13,86;14,84;-
19.01.2021 02:00:56;20,81;6,30;320,42;15,85;17,11;-
19.01.2021 03:00:56;12,48;6,45;323,46;15,37;16,64;-
19.01.2021 04:00:56;14,94;6,27;294,01;14,62;15,41;-
19.01.2021 05:00:56;11,71;6,01;328,31;15,34;16,51;-
19.01.2021 06:00:56;21,48;5,93;391,82;18,04;20,12;-
19.01.2021 07:00:56;22,63;7,10;443,16;22,74;26,74;-
19.01.2021 08:00:56;25,58;6,60;522,99;33,58;48,18;-
19.01.2021 09:00:56;21,60;6,85;571,71;29,53;38,93;-
19.01.2021 10:00:56;22,67;6,21;444,94;25,59;31,10;-
19.01.2021 11:00:56;23,34;5,45;413,82;20,73;23,56;-
19.01.2021 12:00:56;39,24;4,78;388,61;23,39;27,04;-
19.01.2021 13:00:56;20,03;4,87;337,04;28,31;34,94;-
19.01.2021 14:00:56;12,00;4,04;429,31;30,39;38,57;-
19.01.2021 15:00:56;17,05;2,71;458,67;32,20;41,20;-
19.01.2021 16:00:56;10,85;1,42;398,26;30,65;36,91;-
19.01.2021 17:00:56;13,84;1,57;421,80;35,07;43,84;-
19.01.2021 18:00:56;27,70;2,12;416,06;35,36;42,40;-
19.01.2021 19:00:56;35,12;3,86;703,51;42,39;58,12;-
19.01.2021 20:00:56;56,37;5,43;703,22;41,81;71,85;-
19.01.2021 21:00:56;54,58;5,28;619,88;41,41;71,82;-
19.01.2021 22:00:56;50,01;5,89;640,91;36,97;54,04;-
19.01.2021 23:00:56;49,31;6,46;571,20;36,74;49,83;-
20.01.2021 00:00:56;39,54;3,14;498,25;26,19;31,46;-
20.01.2021 01:00:56;31,41;3,72;473,74;21,96;24,97;-
20.01.2021 02:00:56;28,19;3,98;329,27;15,07;16,40;-
20.01.2021 03:00:56;30,52;3,79;336,55;16,19;17,69;-
20.01.2021 04:00:56;16,30;4,37;339,57;16,01;17,28;-
20.01.2021 05:00:56;11,37;3,43;525,96;18,68;21,04;-
20.01.2021 06:00:56;21,07;3,98;577,35;42,77;67,06;-
20.01.2021 07:00:56;29,28;3,69;680,00;48,19;93,68;-
20.01.2021 08:00:56;49,94;4,34;1.114,91;52,03;118,64;-
20.01.2021 09:00:56;74,11;4,58;786,68;38,37;56,21;-
20.01.2021 10:00:56;70,13;4,89;320,94;20,89;23,35;-
20.01.2021 11:00:56;48,19;3,69;245,45;20,19;22,87;-
20.01.2021 12:00:56;38,02;1,74;383,20;22,46;25,73;-
20.01.2021 13:00:56;23,05;0,68;390,28;24,08;28,48;-
20.01.2021 14:00:56;12,91;0,43;283,57;26,52;32,69;-
20.01.2021 15:00:56;7,70;0,21;414,19;29,08;36,22;-
20.01.2021 16:00:56;6,88;0,01;410,69;28,85;34,27;-
20.01.2021 17:00:56;15,16;0,00;547,47;32,80;39,49;-
20.01.2021 18:00:56;27,09;0,00;728,01;39,57;49,22;-
20.01.2021 19:00:56;37,18;0,17;764,66;47,49;82,84;-
20.01.2021 20:00:56;45,25;1,29;799,99;39,81;56,37;-
20.01.2021 21:00:56;68,73;1,61;636,95;39,73;59,32;-
20.01.2021 22:00:56;71,37;2,08;725,86;44,81;71,67;-
20.01.2021 23:00:56;50,37;2,17;559,24;29,85;40,06;-
21.01.2021 00:00:56;45,09;4,84;647,09;29,32;38,92;-
21.01.2021 01:00:56;48,16;4,70;646,91;27,54;35,85;-
21.01.2021 02:00:56;44,90;5,32;915,27;26,72;30,96;-
21.01.2021 03:00:56;41,17;5,05;1.056,92;28,15;32,49;-
21.01.2021 04:00:56;40,07;5,02;990,65;22,62;26,46;-
21.01.2021 05:00:56;40,12;5,14;985,79;27,99;55,95;-
21.01.2021 06:00:56;41,13;5,97;1.044,59;38,14;127,83;-
21.01.2021 07:00:56;38,91;5,98;1.159,61;41,83;166,82;-
21.01.2021 08:00:56;62,80;6,63;1.446,60;48,90;273,41;-
21.01.2021 09:00:56;93,79;6,43;1.251,31;43,13;87,32;-
21.01.2021 10:00:56;87,40;7,24;1.629,70;60,95;126,94;-
21.01.2021 11:00:56;137,49;9,16;2.487,13;88,06;202,25;-
21.01.2021 12:00:56;268,85;7,10;1.815,67;71,14;131,54;-
21.01.2021 13:00:56;228,05;5,80;1.387,82;63,57;102,01;-
21.01.2021 14:00:56;198,06;3,85;1.227,60;57,23;82,63;-
21.01.2021 15:00:56;146,46;0,55;965,07;48,63;65,81;-
21.01.2021 16:00:56;114,04;0,33;563,63;45,39;60,71;-
21.01.2021 17:00:56;85,07;1,37;630,01;47,51;64,17;-
21.01.2021 18:00:56;77,71;0,00;901,74;53,50;126,98;-
21.01.2021 19:00:56;114,97;0,00;1.171,57;53,57;183,37;-
21.01.2021 20:00:56;122,88;0,22;2.001,98;51,62;268,91;-
21.01.2021 21:00:56;142,16;0,60;1.439,17;43,81;164,66;-
21.01.2021 22:00:56;121,59;1,72;994,16;39,34;120,84;-
21.01.2021 23:00:56;93,41;2,86;963,65;37,38;90,67;-
22.01.2021 00:00:56;80,69;6,33;849,27;30,94;49,31;-
22.01.2021 01:00:56;76,53;7,33;1.008,04;28,75;46,61;-
22.01.2021 02:00:56;75,28;7,91;949,73;25,69;37,56;-
22.01.2021 03:00:56;81,94;7,87;967,93;25,53;34,29;-
22.01.2021 04:00:56;74,75;8,54;1.220,67;33,05;45,76;-
22.01.2021 05:00:56;70,79;9,98;1.375,02;42,17;164,31;-
22.01.2021 06:00:56;82,59;10,02;1.353,34;50,61;243,35;-
22.01.2021 07:00:56;75,08;8,84;1.273,81;44,47;184,44;-
22.01.2021 08:00:56;85,37;9,18;1.354,07;44,72;208,07;-
22.01.2021 09:00:56;77,82;9,35;1.319,31;45,11;125,08;-
22.01.2021 10:00:56;76,09;8,91;830,73;47,99;84,98;-
22.01.2021 11:00:56;74,44;8,40;1.066,36;57,95;108,48;-
22.01.2021 12:00:56;106,99;8,49;2.015,47;101,79;204,10;-
22.01.2021 13:00:56;218,80;9,04;1.785,83;92,90;159,65;-
22.01.2021 14:00:56;224,92;4,73;1.029,03;62,37;98,28;-
22.01.2021 15:00:56;159,25;1,96;714,61;52,29;81,35;-
22.01.2021 16:00:56;117,16;6,09;567,91;55,03;80,75;-
22.01.2021 17:00:56;89,27;1,45;540,63;50,47;75,65;-
22.01.2021 18:00:56;95,71;0,70;1.340,16;56,23;201,52;-
22.01.2021 19:00:56;149,59;1,35;1.739,63;53,55;242,30;-
22.01.2021 20:00:56;164,32;2,78;1.567,68;48,07;199,26;-
22.01.2021 21:00:56;156,56;4,87;1.586,44;45,19;173,91;-
22.01.2021 22:00:56;130,48;5,38;1.160,09;41,50;137,71;-
22.01.2021 23:00:56;95,68;6,62;1.345,79;36,89;145,09;-
23.01.2021 00:00:56;89,95;4,27;1.989,53;33,22;134,01;-
23.01.2021 01:00:56;102,16;5,01;1.569,08;29,42;79,52;-
23.01.2021 02:00:56;98,14;4,33;1.264,75;23,36;43,80;-
23.01.2021 03:00:56;61,89;5,22;1.450,80;22,75;36,26;-
23.01.2021 04:00:56;49,77;5,42;1.104,44;20,94;35,67;-
23.01.2021 05:00:56;43,42;5,32;1.202,33;21,46;33,23;-
23.01.2021 06:00:56;39,39;6,22;1.576,96;34,26;143,72;-
23.01.2021 07:00:56;34,77;6,19;1.241,32;35,23;213,89;-
23.01.2021 08:00:56;37,63;6,06;1.076,50;32,82;141,77;-
23.01.2021 09:00:56;49,76;6,14;1.130,87;35,84;126,86;-
23.01.2021 10:00:56;54,42;6,06;759,35;35,40;60,67;-
23.01.2021 11:00:56;60,33;6,83;1.080,42;52,11;76,15;-
23.01.2021 12:00:56;86,39;6,55;1.670,72;82,39;123,52;-
23.01.2021 13:00:56;134,48;4,63;1.258,32;62,31;85,70;-
23.01.2021 14:00:56;123,82;2,25;974,94;55,28;79,21;-
23.01.2021 15:00:56;112,79;5,25;653,56;55,68;78,43;-
23.01.2021 16:00:56;98,53;4,73;396,45;47,75;62,58;-
23.01.2021 17:00:56;77,90;1,32;435,07;48,42;67,39;-
23.01.2021 18:00:56;73,54;3,78;1.134,58;53,19;143,81;-
23.01.2021 19:00:56;117,28;0,82;1.279,58;46,61;122,57;-
23.01.2021 20:00:56;126,03;1,35;1.040,18;43,08;102,17;-
23.01.2021 21:00:56;114,60;2,43;700,67;37,80;68,23;-
23.01.2021 22:00:56;87,99;3,04;716,96;36,95;74,12;-
23.01.2021 23:00:56;83,74;4,40;1.023,18;41,87;125,63;-
24.01.2021 00:00:56;95,83;4,63;1.139,91;39,89;142,14;-
24.01.2021 01:00:56;98,39;4,90;1.065,72;35,42;103,26;-
24.01.2021 02:00:56;81,65;5,08;1.193,35;32,69;73,21;-
24.01.2021 03:00:56;73,46;5,09;710,50;26,80;46,91;-
24.01.2021 04:00:56;74,79;4,67;1.029,52;26,65;50,96;-
24.01.2021 05:00:56;55,56;4,94;1.025,82;23,49;40,66;-
24.01.2021 06:00:56;45,33;4,96;1.051,15;28,04;50,02;-
24.01.2021 07:00:56;48,14;5,51;1.642,70;33,99;87,91;-
24.01.2021 08:00:56;64,36;5,84;1.852,45;32,34;113,24;-
24.01.2021 09:00:56;83,79;6,26;2.125,46;35,17;121,48;-
24.01.2021 10:00:56;104,93;7,14;1.959,19;50,88;109,51;-
24.01.2021 11:00:56;117,22;5,89;1.052,82;44,61;60,74;-
24.01.2021 12:00:56;95,15;7,12;1.102,87;45,90;60,67;-
24.01.2021 13:00:56;82,37;5,14;498,08;41,58;58,76;-
24.01.2021 14:00:56;51,73;4,21;187,97;41,63;61,18;-
24.01.2021 15:00:56;46,58;5,47;246,05;38,69;51,37;-
24.01.2021 16:00:56;31,39;8,23;266,57;36,39;44,68;-
24.01.2021 17:00:56;29,80;3,45;232,02;32,67;37,32;-
24.01.2021 18:00:56;34,25;5,90;141,10;30,36;33,38;-
24.01.2021 19:00:56;20,85;2,59;76,69;31,06;36,33;-
24.01.2021 20:00:56;27,04;1,85;239,19;37,65;47,38;-
24.01.2021 21:00:56;21,18;2,57;306,22;36,26;49,60;-
24.01.2021 22:00:56;28,57;4,25;980,36;43,36;71,60;-
24.01.2021 23:00:56;48,87;3,81;993,51;38,11;66,19;-
25.01.2021 00:00:56;44,04;4,52;919,87;32,63;58,21;-
25.01.2021 01:00:56;44,62;5,83;1.288,64;30,37;52,62;-
25.01.2021 02:00:56;55,02;6,03;1.051,95;26,43;44,90;-
25.01.2021 03:00:56;49,76;7,85;811,95;22,39;37,98;-
25.01.2021 04:00:56;37,85;6,91;1.076,43;20,52;34,29;-
25.01.2021 05:00:56;21,85;7,39;946,64;23,66;45,32;-
25.01.2021 06:00:56;14,12;7,62;990,44;27,59;66,32;-
25.01.2021 07:00:56;15,75;8,76;1.408,16;35,03;173,54;-
25.01.2021 08:00:56;41,21;10,06;1.973,54;38,43;246,71;-
25.01.2021 09:00:56;57,25;8,96;1.816,55;40,07;185,81;-
25.01.2021 10:00:56;76,94;9,52;2.414,15;46,79;219,92;-
25.01.2021 11:00:56;128,50;9,32;1.971,53;49,71;211,17;-
25.01.2021 12:00:56;135,48;5,70;1.684,94;49,40;183,99;-
25.01.2021 13:00:56;162,73;7,15;1.773,72;62,42;165,72;-
25.01.2021 14:00:56;174,38;6,38;1.546,95;64,07;147,54;-
25.01.2021 15:00:56;172,58;4,46;980,07;55,42;131,21;-
25.01.2021 16:00:56;137,27;2,62;735,65;51,70;99,68;-
25.01.2021 17:00:56;93,75;2,10;433,81;49,10;70,08;-
25.01.2021 18:00:56;71,49;0,60;278,87;40,41;48,53;-
25.01.2021 19:00:56;46,89;0,63;404,63;47,00;59,02;-
25.01.2021 20:00:56;46,92;0,73;620,83;45,39;73,10;-
25.01.2021 21:00:56;49,89;0,95;734,71;39,93;89,16;-
25.01.2021 22:00:56;59,33;0,81;1.225,02;35,95;108,93;-
25.01.2021 23:00:56;63,87;2,97;1.038,04;33,62;96,91;-
26.01.2021 00:00:56;66,76;6,70;1.415,43;31,32;88,90;-
26.01.2021 01:00:56;68,18;6,73;1.609,05;27,03;69,67;-
26.01.2021 02:00:56;64,76;6,89;1.370,46;23,34;54,92;-
26.01.2021 03:00:56;69,33;7,41;1.418,33;22,77;48,85;-
26.01.2021 04:00:56;70,79;8,20;1.422,46;22,06;47,70;-
26.01.2021 05:00:56;48,94;8,01;1.431,64;24,99;47,25;-
26.01.2021 06:00:56;51,08;8,21;1.302,03;26,42;61,18;-
26.01.2021 07:00:56;41,66;8,74;1.378,87;34,96;97,18;-
26.01.2021 08:00:56;45,36;8,61;1.509,10;36,89;115,38;-
26.01.2021 09:00:56;34,08;8,36;1.282,99;40,93;110,49;-
26.01.2021 10:00:56;49,08;6,59;1.282,46;41,12;118,87;-
26.01.2021 11:00:56;45,51;6,47;436,40;38,43;59,50;-
26.01.2021 12:00:56;40,75;6,57;397,06;37,52;48,84;-
26.01.2021 13:00:56;30,52;10,44;277,98;34,82;40,83;-
26.01.2021 14:00:56;22,17;11,12;257,90;39,23;50,23;-
26.01.2021 15:00:56;27,29;13,67;290,24;40,36;50,23;-
26.01.2021 16:00:56;22,83;12,48;353,02;43,51;53,49;-
26.01.2021 17:00:56;29,07;11,57;377,46;40,85;47,88;-
26.01.2021 18:00:56;33,79;10,29;412,39;41,85;49,39;-
26.01.2021 19:00:56;24,53;8,47;518,84;41,84;53,55;-
26.01.2021 20:00:56;31,77;11,95;550,27;40,66;57,90;-
26.01.2021 21:00:56;40,83;8,74;472,16;33,89;49,79;-
26.01.2021 22:00:56;33,75;9,96;480,80;32,63;50,12;-
26.01.2021 23:00:56;33,83;6,63;510,11;29,70;46,51;-
27.01.2021 00:00:56;30,67;5,42;410,67;29,97;43,82;-
27.01.2021 01:00:56;29,77;7,39;393,06;28,61;36,15;-
27.01.2021 02:00:56;25,52;7,80;386,02;28,68;35,43;-
27.01.2021 03:00:56;30,38;7,82;308,24;25,90;31,26;-
27.01.2021 04:00:56;31,87;7,78;254,29;28,19;35,10;-
27.01.2021 05:00:56;27,05;8,12;254,44;24,92;33,45;-
27.01.2021 06:00:56;33,63;9,28;152,46;26,82;32,86;-
27.01.2021 07:00:56;29,41;9,28;88,32;31,56;38,07;-
27.01.2021 08:00:56;24,62;10,54;151,15;39,38;51,55;-
27.01.2021 09:00:56;31,20;11,06;157,49;39,92;51,63;-
27.01.2021 10:00:56;30,45;10,61;260,60;38,65;51,48;-
27.01.2021 11:00:56;41,98;12,81;140,81;30,25;36,12;-
27.01.2021 12:00:56;45,00;3,28;1,48;23,84;28,26;-
27.01.2021 13:00:56;35,79;6,02;0,00;22,62;25,81;-
27.01.2021 14:00:56;33,17;5,48;5,83;23,38;26,87;-
27.01.2021 15:00:56;34,40;4,96;4,70;24,59;27,87;-
27.01.2021 16:00:56;35,96;5,49;26,71;24,14;26,71;-
27.01.2021 17:00:56;22,73;3,18;61,00;31,90;37,33;-
27.01.2021 18:00:56;22,37;1,76;155,14;34,34;40,57;-
27.01.2021 19:00:56;12,38;2,72;144,34;35,70;41,70;-
27.01.2021 20:00:56;13,71;3,76;198,63;36,92;46,83;-
27.01.2021 21:00:56;17,11;4,69;293,89;42,46;54,94;-
27.01.2021 22:00:56;34,61;5,03;243,23;34,91;44,88;-
27.01.2021 23:00:56;20,38;5,02;248,38;29,50;36,95;-
28.01.2021 00:00:56;23,96;5,95;585,89;30,66;41,92;-
28.01.2021 01:00:56;18,45;7,24;408,58;23,56;29,09;-
28.01.2021 02:00:56;11,26;8,01;217,04;17,50;19,78;-
28.01.2021 03:00:56;12,55;8,50;174,26;14,20;15,99;-
28.01.2021 04:00:56;7,51;10,22;158,75;12,19;13,44;-
28.01.2021 05:00:56;12,12;10,65;220,34;20,10;27,22;-
28.01.2021 06:00:56;20,67;10,15;209,44;26,59;36,95;-
28.01.2021 07:00:56;18,63;9,26;246,74;37,01;55,38;-
28.01.2021 08:00:56;21,10;10,14;240,74;36,23;44,42;-
28.01.2021 09:00:56;12,05;10,36;172,43;22,40;26,13;-
28.01.2021 10:00:56;7,10;10,13;187,02;22,49;26,48;-
28.01.2021 11:00:56;7,14;10,03;275,98;24,00;28,96;-
28.01.2021 12:00:56;7,99;3,32;201,82;24,15;27,83;-
28.01.2021 13:00:56;11,85;1,79;332,93;25,52;29,06;-
28.01.2021 14:00:56;18,36;0,25;99,22;32,43;38,93;-
28.01.2021 15:00:56;11,07;0,92;265,51;31,46;36,93;-
28.01.2021 16:00:56;7,96;2,02;111,03;33,72;40,38;-
28.01.2021 17:00:56;14,02;2,92;264,00;39,80;52,78;-
28.01.2021 18:00:56;28,48;0,01;431,11;43,02;65,30;-
28.01.2021 19:00:56;32,75;0,00;442,50;38,30;50,73;-
28.01.2021 20:00:56;38,66;0,12;506,80;43,44;74,06;-
28.01.2021 21:00:56;35,89;1,20;462,04;37,85;71,21;-
28.01.2021 22:00:56;27,42;2,79;135,02;29,62;38,80;-
28.01.2021 23:00:56;21,16;2,68;356,64;26,34;36,91;-
29.01.2021 00:00:56;17,46;4,68;263,55;25,32;34,47;-
29.01.2021 01:00:56;21,44;5,54;319,78;19,60;27,17;-
29.01.2021 02:00:56;15,49;5,46;379,11;20,59;26,72;-
29.01.2021 03:00:56;18,93;5,55;479,14;17,38;24,29;-
29.01.2021 04:00:56;18,86;6,20;416,27;16,24;20,31;-
29.01.2021 05:00:56;14,12;6,57;265,75;17,39;22,09;-
29.01.2021 06:00:56;17,34;7,95;232,84;25,52;32,03;-
29.01.2021 07:00:56;19,28;9,06;269,14;40,45;54,57;-
29.01.2021 08:00:56;13,01;9,65;383,46;41,35;72,31;-
29.01.2021 09:00:56;9,84;9,30;618,94;44,90;67,45;-
29.01.2021 10:00:56;28,51;8,93;681,57;44,21;63,66;-
29.01.2021 11:00:56;47,48;8,14;445,63;30,71;38,59;-
29.01.2021 12:00:56;50,12;3,65;482,79;26,55;33,18;-
29.01.2021 13:00:56;37,70;2,15;181,26;28,40;33,22;-
29.01.2021 14:00:56;28,41;1,16;168,90;33,48;42,28;-
29.01.2021 15:00:56;18,33;3,73;37,98;34,74;43,61;-
29.01.2021 16:00:56;14,53;2,22;82,93;37,62;44,83;-
29.01.2021 17:00:56;14,33;0,02;322,15;42,43;51,74;-
29.01.2021 18:00:56;21,43;0,00;301,21;42,09;53,03;-
29.01.2021 19:00:56;22,46;0,12;255,11;49,51;69,51;-
29.01.2021 20:00:56;25,41;1,47;412,57;44,57;73,64;-
29.01.2021 21:00:56;24,61;3,99;561,59;43,55;77,81;-
29.01.2021 22:00:56;36,60;5,42;58,16;21,04;23,61;-
29.01.2021 23:00:56;18,60;6,17;323,68;23,31;26,71;-
30.01.2021 00:00:56;10,71;6,81;532,93;28,41;34,20;-
30.01.2021 01:00:56;12,88;7,94;511,96;24,64;30,27;-
30.01.2021 02:00:56;14,70;8,37;550,92;21,62;25,40;-
30.01.2021 03:00:56;22,49;8,63;768,46;24,66;29,84;-
30.01.2021 04:00:56;21,00;8,84;1.208,75;37,49;50,35;-
30.01.2021 05:00:56;41,23;9,51;1.454,75;40,31;57,42;-
30.01.2021 06:00:56;45,97;9,96;1.789,67;39,59;73,12;-
30.01.2021 07:00:56;71,34;10,09;1.656,72;35,89;108,17;-
30.01.2021 08:00:56;74,56;10,13;1.569,11;37,89;123,49;-
30.01.2021 09:00:56;88,68;10,44;2.110,87;41,94;114,06;-
30.01.2021 10:00:56;101,55;11,55;2.650,59;51,12;129,67;-
30.01.2021 11:00:56;133,39;13,75;2.643,61;56,39;147,17;-
30.01.2021 12:00:56;159,64;9,93;2.498,32;59,48;140,33;-
30.01.2021 13:00:56;181,11;12,46;2.022,50;55,57;102,59;-
30.01.2021 14:00:56;168,00;5,98;869,97;35,26;49,00;-
30.01.2021 15:00:56;109,11;4,60;732,84;34,85;51,32;-
30.01.2021 16:00:56;65,62;0,43;686,46;34,79;54,30;-
30.01.2021 17:00:56;50,18;0,04;862,24;38,97;69,76;-
30.01.2021 18:00:56;53,10;0,01;677,08;34,56;46,90;-
30.01.2021 19:00:56;51,46;0,00;493,49;31,91;43,18;-
30.01.2021 20:00:56;38,82;0,00;594,97;31,45;52,81;-
30.01.2021 21:00:56;33,24;0,00;634,79;29,18;50,09;-
30.01.2021 22:00:56;33,09;0,00;520,15;27,78;43,42;-
30.01.2021 23:00:56;32,28;0,00;471,77;28,48;41,35;-
31.01.2021 00:00:56;41,99;7,85;1.016,20;36,82;47,34;-
31.01.2021 01:00:56;41,74;8,93;1.031,15;26,72;36,80;-
31.01.2021 02:00:56;33,19;9,26;820,79;24,87;33,61;-
31.01.2021 03:00:56;44,72;9,42;536,40;20,19;29,44;-
31.01.2021 04:00:56;24,03;9,93;469,18;21,43;30,24;-
31.01.2021 05:00:56;16,91;10,23;502,50;22,06;32,05;-
31.01.2021 06:00:56;14,35;11,89;383,95;22,50;31,00;-
31.01.2021 07:00:56;14,28;13,08;365,78;30,24;48,85;-
31.01.2021 08:00:56;17,30;13,46;641,25;31,02;51,31;-
31.01.2021 09:00:56;13,26;14,39;1.092,07;28,93;62,85;-
31.01.2021 10:00:56;25,33;14,52;770,94;29,71;45,04;-
31.01.2021 11:00:56;27,13;12,12;560,37;28,81;38,47;-
31.01.2021 12:00:56;24,47;2,36;596,55;38,21;54,76;-
31.01.2021 13:00:56;20,66;0,00;197,20;36,62;50,92;-
31.01.2021 14:00:56;24,94;0,00;113,66;40,50;58,67;-
31.01.2021 15:00:56;16,96;7,04;9,69;43,04;65,98;-
31.01.2021 16:00:56;9,80;24,63;120,46;43,83;80,62;-
31.01.2021 17:00:56;7,35;36,08;870,57;41,91;69,72;-
31.01.2021 18:00:56;15,65;39,28;1.192,12;40,00;84,51;-
31.01.2021 19:00:56;41,66;34,42;1.128,23;34,51;97,96;-
31.01.2021 20:00:56;68,74;24,90;661,00;27,93;73,88;-
31.01.2021 21:00:56;61,97;14,45;387,78;25,44;75,90;-
31.01.2021 22:00:56;48,06;4,80;0,00;25,92;61,57;-
31.01.2021 23:00:56;45,62;0,07;0,00;30,20;51,45;-
01.02.2021 00:00:56;47,83;0,76;1.014,10;30,67;81,74;-
01.02.2021 01:00:56;42,25;0,00;769,74;25,23;54,67;-
01.02.2021 02:00:56;40,11;1,05;606,75;20,76;38,38;-
01.02.2021 03:00:56;36,39;6,78;764,44;18,05;42,56;-
01.02.2021 04:00:56;22,11;12,25;878,57;20,70;40,46;-
01.02.2021 05:00:56;29,75;14,73;1.210,16;20,75;39,87;-
01.02.2021 06:00:56;30,01;19,17;1.088,63;32,67;163,78;-
01.02.2021 07:00:56;38,02;22,01;1.546,59;39,88;228,11;-
01.02.2021 08:00:56;45,02;21,98;1.540,40;39,66;165,47;-
01.02.2021 09:00:56;44,25;22,78;1.458,68;42,93;133,80;-
01.02.2021 10:00:56;43,34;19,78;1.146,25;47,23;91,71;-
01.02.2021 11:00:56;51,56;14,39;707,60;39,02;54,48;-
01.02.2021 12:00:56;41,45;0,76;301,70;38,62;51,20;-
01.02.2021 13:00:56;22,85;0,19;178,99;44,29;64,71;-
01.02.2021 14:00:56;14,06;11,34;77,28;48,14;81,74;-
01.02.2021 15:00:56;8,42;31,92;601,59;50,38;79,32;-
01.02.2021 16:00:56;7,62;52,46;1.549,74;46,02;66,33;-
01.02.2021 17:00:56;7,42;64,20;2.658,74;49,01;75,58;-
01.02.2021 18:00:56;24,18;66,96;3.570,70;47,25;72,16;-
01.02.2021 19:00:56;22,65;64,38;3.960,14;49,94;88,67;-
01.02.2021 20:00:56;32,42;56,50;3.603,58;45,21;84,94;-
01.02.2021 21:00:56;40,74;45,88;2.972,28;37,10;60,18;-
01.02.2021 22:00:56;42,96;38,02;2.210,01;30,41;52,38;-
01.02.2021 23:00:56;34,76;29,74;1.814,26;29,33;54,70;-
02.02.2021 00:00:56;25,73;0,17;303,47;27,09;49,70;-
02.02.2021 01:00:56;31,83;0,00;2,01;23,00;42,80;-
02.02.2021 02:00:56;31,93;0,00;0,00;18,16;37,74;-
02.02.2021 03:00:56;28,56;0,00;0,00;16,30;37,57;-
02.02.2021 04:00:56;24,38;0,00;0,00;15,65;39,29;-
02.02.2021 05:00:56;25,51;0,00;0,00;19,91;39,19;-
02.02.2021 06:00:56;19,10;0,00;0,00;26,61;46,82;-
02.02.2021 07:00:56;31,28;0,00;0,00;35,33;128,23;-
02.02.2021 08:00:56;39,81;0,00;0,00;37,48;224,63;-
02.02.2021 09:00:56;70,31;0,00;0,00;39,40;124,27;-
02.02.2021 10:00:56;55,53;0,00;0,00;38,00;73,87;-
02.02.2021 11:00:56;40,75;0,00;0,00;40,41;62,15;-
02.02.2021 12:00:56;45,88;4,35;0,00;40,16;56,32;-
02.02.2021 13:00:56;31,69;15,12;0,00;39,70;58,79;-
02.02.2021 14:00:56;16,58;27,81;0,00;41,25;57,74;-
02.02.2021 15:00:56;12,76;38,32;0,00;42,04;68,02;-
02.02.2021 16:00:56;14,64;47,52;275,78;40,96;90,77;-
