Tarih;Konya-Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
13.04.2021 12:00:56;16,84;5,45;-;16,65;20,22;-
13.04.2021 13:00:56;15,00;5,53;-;17,81;20,92;-
13.04.2021 14:00:56;15,00;5,45;-;18,64;22,29;-
13.04.2021 15:00:56;15,00;5,32;-;19,46;22,63;-
13.04.2021 16:00:56;81,24;5,41;-;16,94;19,70;-
13.04.2021 17:00:56;-;5,49;-;14,92;17,70;-
13.04.2021 18:00:56;17,59;4,96;-;16,20;19,39;-
13.04.2021 19:00:56;25,80;5,02;-;21,74;24,75;-
13.04.2021 20:00:56;23,33;5,07;-;30,33;33,30;-
13.04.2021 21:00:56;28,33;4,77;-;31,67;34,67;-
13.04.2021 22:00:56;32,47;5,04;-;29,16;31,87;-
13.04.2021 23:00:56;24,74;4,95;-;26,23;28,76;-
14.04.2021 00:00:56;21,52;5,05;-;24,06;26,77;-
14.04.2021 01:00:56;29,06;5,68;-;21,99;25,20;-
14.04.2021 02:00:56;30,86;5,76;-;27,77;30,64;-
14.04.2021 03:00:56;44,39;5,70;-;32,60;36,73;-
14.04.2021 04:00:56;63,60;5,21;-;39,94;44,49;-
14.04.2021 05:00:56;55,42;5,43;-;33,25;36,71;-
14.04.2021 06:00:56;18,60;5,48;-;27,61;30,90;-
14.04.2021 07:00:56;13,79;5,17;-;28,97;34,26;-
14.04.2021 08:00:56;25,13;5,44;-;33,58;48,31;-
14.04.2021 09:00:56;27,07;5,56;-;39,32;60,42;-
14.04.2021 10:00:56;27,74;5,36;-;36,31;45,78;-
14.04.2021 11:00:56;23,60;5,26;-;22,46;25,99;-
14.04.2021 12:00:56;17,87;5,30;-;14,98;17,80;-
14.04.2021 13:00:56;16,13;4,82;-;13,53;16,53;-
14.04.2021 14:00:56;17,60;4,85;-;11,81;14,60;-
14.04.2021 15:00:56;12,66;4,69;-;11,93;14,70;-
14.04.2021 16:00:56;22,66;4,84;-;15,56;18,55;-
14.04.2021 17:00:56;31,14;5,58;-;18,55;22,44;-
14.04.2021 18:00:56;18,80;5,13;-;28,43;32,35;-
14.04.2021 19:00:56;16,33;5,82;-;38,79;43,42;-
14.04.2021 20:00:56;21,00;5,30;-;32,90;36,42;-
14.04.2021 21:00:56;20,87;5,46;-;20,61;23,44;-
14.04.2021 22:00:56;18,34;6,06;-;19,15;21,89;-
14.04.2021 23:00:56;9,13;6,37;-;15,77;18,37;-
15.04.2021 00:00:56;11,00;6,19;-;14,59;17,17;-
15.04.2021 01:00:56;11,06;4,59;-;13,39;16,68;-
15.04.2021 02:00:56;11,74;4,61;-;12,19;14,94;-
15.04.2021 03:00:56;7,93;4,50;-;12,02;14,88;-
15.04.2021 04:00:56;7,26;4,47;-;13,35;16,01;-
15.04.2021 05:00:56;11,07;4,30;-;16,44;18,82;-
15.04.2021 06:00:56;12,07;3,81;-;17,52;19,92;-
15.04.2021 07:00:56;14,32;3,94;-;35,05;40,00;-
15.04.2021 08:00:56;33,46;4,38;-;52,94;62,56;-
15.04.2021 09:00:56;39,27;4,18;-;47,17;54,57;-
15.04.2021 10:00:56;29,46;4,03;-;45,67;53,44;-
15.04.2021 11:00:56;35,27;4,09;-;27,17;31,45;-
15.04.2021 12:00:56;24,87;4,00;-;14,71;18,16;-
15.04.2021 13:00:56;23,13;3,50;-;12,24;15,49;-
15.04.2021 14:00:56;24,93;3,28;-;11,38;14,23;-
15.04.2021 15:00:56;23,80;3,64;-;13,08;15,88;-
15.04.2021 16:00:56;20,60;3,25;-;13,13;16,00;-
15.04.2021 17:00:56;15,07;3,80;-;15,90;18,91;-
15.04.2021 18:00:56;15,87;4,00;-;22,87;26,33;-
15.04.2021 19:00:56;14,00;3,40;-;31,46;35,59;-
15.04.2021 20:00:56;14,07;3,81;-;24,02;27,13;-
15.04.2021 21:00:56;15,66;4,23;-;16,84;20,19;-
15.04.2021 22:00:56;24,67;4,35;-;16,75;19,73;-
15.04.2021 23:00:56;20,46;4,73;-;18,82;21,81;-
16.04.2021 00:00:56;27,39;4,71;-;24,66;27,95;-
16.04.2021 01:00:56;32,68;5,49;-;18,72;21,98;-
16.04.2021 02:00:56;27,74;5,22;-;19,20;22,18;-
16.04.2021 03:00:56;24,66;5,08;-;23,04;25,85;-
16.04.2021 04:00:56;33,34;4,65;-;19,57;22,52;-
16.04.2021 05:00:56;24,26;5,09;-;20,88;24,03;-
16.04.2021 06:00:56;27,67;4,46;-;18,61;21,57;-
16.04.2021 07:00:56;22,87;4,66;-;35,95;45,66;-
16.04.2021 08:00:56;24,57;4,82;-;43,13;64,03;-
16.04.2021 09:00:56;73,61;4,83;-;50,29;90,70;-
16.04.2021 10:00:56;53,34;4,54;-;47,81;65,19;-
16.04.2021 11:00:56;42,68;4,34;-;25,29;29,39;-
16.04.2021 12:00:56;26,18;3,46;-;18,82;22,25;-
16.04.2021 13:00:56;54,22;3,40;-;14,32;17,35;-
16.04.2021 14:00:56;15,00;3,39;-;11,94;15,00;-
16.04.2021 15:00:56;14,87;3,38;-;15,19;18,01;-
16.04.2021 16:00:56;13,00;3,80;-;16,33;19,60;-
16.04.2021 17:00:56;13,00;3,76;-;25,22;28,86;-
16.04.2021 18:00:56;13,40;3,85;-;21,05;23,98;-
16.04.2021 19:00:56;18,54;3,89;-;38,76;43,78;-
16.04.2021 20:00:56;12,00;4,40;-;35,19;38,88;-
16.04.2021 21:00:56;11,87;4,84;-;28,45;31,53;-
16.04.2021 22:00:56;10,66;4,55;-;29,98;33,33;-
16.04.2021 23:00:56;19,80;4,48;-;32,58;35,65;-
17.04.2021 00:00:56;17,00;4,68;-;30,80;33,53;-
17.04.2021 01:00:56;18,88;4,78;-;40,61;47,12;-
17.04.2021 02:00:56;44,74;4,74;-;43,76;49,82;-
17.04.2021 03:00:56;28,92;5,17;-;46,48;61,01;-
17.04.2021 04:00:56;55,14;5,19;-;46,54;56,86;-
17.04.2021 05:00:56;45,64;5,18;-;43,74;52,19;-
17.04.2021 06:00:56;82,27;5,49;-;40,70;51,18;-
17.04.2021 07:00:56;72,46;5,88;-;41,80;69,41;-
17.04.2021 08:00:56;77,15;5,62;-;41,96;68,51;-
17.04.2021 09:00:56;50,41;5,35;-;44,26;62,49;-
17.04.2021 10:00:56;42,20;5,43;-;46,75;60,98;-
17.04.2021 11:00:56;44,87;5,20;-;43,66;53,68;-
17.04.2021 12:00:56;42,07;4,78;-;35,11;39,24;-
17.04.2021 13:00:56;29,53;4,31;-;35,15;39,89;-
17.04.2021 14:00:56;36,74;4,48;-;29,96;33,79;-
17.04.2021 15:00:56;33,33;3,90;-;24,42;28,80;-
17.04.2021 16:00:56;37,93;3,89;-;16,88;20,59;-
17.04.2021 17:00:56;36,41;3,61;-;15,05;18,64;-
17.04.2021 18:00:56;27,87;3,15;-;18,08;21,55;-
17.04.2021 19:00:56;27,59;3,64;-;19,07;22,20;-
17.04.2021 20:00:56;49,67;4,07;-;17,06;20,12;-
17.04.2021 21:00:56;44,14;4,17;-;10,83;13,71;-
17.04.2021 22:00:56;31,80;4,33;-;11,19;13,70;-
17.04.2021 23:00:56;29,46;3,40;-;11,56;14,21;-
18.04.2021 00:00:56;35,74;3,71;-;10,67;13,47;-
18.04.2021 01:00:56;32,32;7,06;-;10,74;13,62;-
18.04.2021 02:00:56;36,01;6,99;-;6,98;10,46;-
18.04.2021 03:00:56;21,93;6,88;-;7,60;9,71;-
18.04.2021 04:00:56;20,87;6,75;-;6,39;9,56;-
18.04.2021 05:00:56;18,54;7,38;-;7,61;10,02;-
18.04.2021 06:00:56;11,87;6,98;-;10,14;12,79;-
18.04.2021 07:00:56;10,33;7,15;-;11,53;14,44;-
18.04.2021 08:00:56;15,33;7,15;-;15,11;18,67;-
18.04.2021 09:00:56;20,13;7,12;-;22,88;26,40;-
18.04.2021 10:00:56;22,46;7,13;-;25,97;31,98;-
18.04.2021 11:00:56;28,01;7,04;-;15,72;18,97;-
18.04.2021 12:00:56;14,20;6,46;-;13,40;16,88;-
18.04.2021 13:00:56;17,26;7,05;-;12,08;15,10;-
18.04.2021 14:00:56;21,20;6,94;-;11,82;15,17;-
18.04.2021 15:00:56;23,87;6,29;-;12,74;15,40;-
18.04.2021 16:00:56;22,40;6,48;-;12,39;15,34;-
18.04.2021 17:00:56;28,86;6,46;-;14,53;17,69;-
18.04.2021 18:00:56;40,93;6,49;-;15,43;18,54;-
18.04.2021 19:00:56;40,66;7,36;-;15,03;17,40;-
18.04.2021 20:00:56;48,81;7,72;-;12,99;15,69;-
18.04.2021 21:00:56;-;-;-;-;-;-
18.04.2021 22:00:56;-;-;-;-;-;-
18.04.2021 23:00:56;-;-;-;-;-;-
19.04.2021 00:00:56;-;-;-;-;-;-
19.04.2021 01:00:56;-;-;-;-;-;-
19.04.2021 02:00:56;-;-;-;-;-;-
19.04.2021 03:00:56;-;-;-;-;-;-
19.04.2021 04:00:56;-;-;-;-;-;-
19.04.2021 05:00:56;-;-;-;-;-;-
19.04.2021 06:00:56;-;-;-;-;-;-
19.04.2021 07:00:56;-;-;-;-;-;-
19.04.2021 08:00:56;-;-;-;-;-;-
19.04.2021 09:00:56;-;-;-;-;-;-
19.04.2021 10:00:56;-;-;-;-;-;-
19.04.2021 11:00:56;28,33;6,21;-;24,24;28,91;-
19.04.2021 12:00:56;20,87;6,31;-;18,79;22,58;-
19.04.2021 13:00:56;19,66;6,09;-;22,15;28,31;-
19.04.2021 14:00:56;28,67;5,58;-;19,57;23,22;-
19.04.2021 15:00:56;24,00;5,77;-;16,59;19,35;-
19.04.2021 16:00:56;24,46;5,99;-;17,65;20,73;-
19.04.2021 17:00:56;31,73;6,03;-;21,01;24,84;-
19.04.2021 18:00:56;42,20;6,03;-;26,26;29,68;-
19.04.2021 19:00:56;45,73;5,47;-;27,45;30,82;-
19.04.2021 20:00:56;56,00;5,89;-;19,29;22,33;-
19.04.2021 21:00:56;55,07;6,43;-;19,25;21,79;-
19.04.2021 22:00:56;41,87;5,97;-;14,73;17,70;-
19.04.2021 23:00:56;40,86;6,17;-;8,76;11,79;-
20.04.2021 00:00:56;51,89;5,38;-;9,63;11,28;-
20.04.2021 01:00:56;35,94;4,51;-;9,66;11,80;-
20.04.2021 02:00:56;35,00;4,88;-;8,32;11,11;-
20.04.2021 03:00:56;34,41;4,93;-;9,63;12,81;-
20.04.2021 04:00:56;25,01;5,13;-;10,83;14,03;-
20.04.2021 05:00:56;11,07;5,76;-;10,46;13,47;-
20.04.2021 06:00:56;12,26;5,35;-;12,01;15,04;-
20.04.2021 07:00:56;15,67;5,78;-;11,71;14,20;-
20.04.2021 08:00:56;12,52;5,87;-;21,60;25,34;-
20.04.2021 09:00:56;33,47;5,18;-;21,57;25,36;-
20.04.2021 10:00:56;26,07;5,66;-;16,74;20,04;-
20.04.2021 11:00:56;27,07;5,71;-;14,30;17,85;-
20.04.2021 12:00:56;27,47;4,62;-;12,49;15,91;-
20.04.2021 13:00:56;20,26;4,64;-;12,22;15,70;-
20.04.2021 14:00:56;24,53;4,54;-;13,00;16,01;-
20.04.2021 15:00:56;31,87;4,34;-;13,21;16,41;-
20.04.2021 16:00:56;30,66;3,84;-;15,46;18,23;-
20.04.2021 17:00:56;40,73;4,01;-;18,22;21,36;-
20.04.2021 18:00:56;49,15;4,15;-;16,13;18,86;-
20.04.2021 19:00:56;22,74;5,09;-;18,95;22,20;-
20.04.2021 20:00:56;18,34;5,21;-;30,27;33,46;-
20.04.2021 21:00:56;9,53;5,36;-;18,65;21,20;-
20.04.2021 22:00:56;16,80;5,40;-;14,49;17,28;-
20.04.2021 23:00:56;14,20;5,92;-;12,76;15,76;-
21.04.2021 00:00:56;16,54;5,75;-;11,96;15,02;-
21.04.2021 01:00:56;9,81;3,73;-;10,73;13,88;-
21.04.2021 02:00:56;6,93;3,83;-;9,85;12,15;-
21.04.2021 03:00:56;6,13;3,40;-;10,62;13,75;-
21.04.2021 04:00:56;8,00;3,83;-;9,85;12,87;-
21.04.2021 05:00:56;8,20;3,76;-;12,90;15,23;-
21.04.2021 06:00:56;11,59;3,38;-;18,58;20,93;-
21.04.2021 07:00:56;19,74;3,80;-;27,53;32,30;-
21.04.2021 08:00:56;15,80;3,79;-;31,65;35,47;-
21.04.2021 09:00:56;13,93;2,96;-;34,76;41,25;-
21.04.2021 10:00:56;25,88;3,08;-;15,31;17,98;-
21.04.2021 11:00:56;10,07;3,56;-;11,05;14,14;-
21.04.2021 12:00:56;11,46;3,76;-;10,14;12,78;-
21.04.2021 13:00:56;17,67;3,28;-;9,33;12,47;-
21.04.2021 14:00:56;13,00;2,93;-;8,80;11,55;-
21.04.2021 15:00:56;13,00;2,28;-;9,10;11,82;-
21.04.2021 16:00:56;13,46;2,69;-;10,32;12,86;-
21.04.2021 17:00:56;19,74;2,88;-;10,74;13,88;-
21.04.2021 18:00:56;16,93;2,79;-;15,32;18,37;-
21.04.2021 19:00:56;29,74;3,31;-;17,22;20,18;-
21.04.2021 20:00:56;25,93;3,18;-;16,78;20,79;-
21.04.2021 21:00:56;24,27;3,75;-;17,67;20,41;-
21.04.2021 22:00:56;14,33;4,03;-;28,73;31,25;-
21.04.2021 23:00:56;18,67;3,85;-;17,95;20,90;-
22.04.2021 00:00:56;13,87;3,99;-;19,24;22,12;-
22.04.2021 01:00:56;11,94;7,06;-;21,75;24,35;-
22.04.2021 02:00:56;11,00;7,13;-;13,36;16,37;-
22.04.2021 03:00:56;10,80;6,67;-;13,41;16,46;-
22.04.2021 04:00:56;9,39;6,45;-;22,91;25,95;-
22.04.2021 05:00:56;29,46;6,35;-;23,32;26,51;-
22.04.2021 06:00:56;34,28;6,38;-;17,56;20,72;-
22.04.2021 07:00:56;10,73;6,54;-;23,78;26,72;-
22.04.2021 08:00:56;20,74;6,95;-;31,54;34,94;-
22.04.2021 09:00:56;16,67;7,93;-;24,75;28,82;-
22.04.2021 10:00:56;13,19;7,15;-;26,15;30,04;-
22.04.2021 11:00:56;29,67;6,95;-;17,35;20,49;-
22.04.2021 12:00:56;24,67;6,12;-;13,01;15,75;-
22.04.2021 13:00:56;20,20;6,49;-;11,72;14,49;-
22.04.2021 14:00:56;23,00;6,10;-;10,72;13,71;-
22.04.2021 15:00:56;-;-;-;14,03;16,81;-
22.04.2021 16:00:56;-;-;-;16,71;19,84;-
22.04.2021 17:00:56;-;2,98;-;12,09;15,00;-
22.04.2021 18:00:56;33,48;2,58;-;12,05;15,06;-
22.04.2021 19:00:56;12,73;2,69;-;14,69;17,71;-
22.04.2021 20:00:56;23,73;2,99;-;19,10;22,01;-
22.04.2021 21:00:56;32,35;3,10;-;15,76;19,24;-
22.04.2021 22:00:56;10,19;3,17;-;15,26;18,26;-
22.04.2021 23:00:56;27,07;2,74;-;17,16;20,22;-
23.04.2021 00:00:56;27,08;2,28;-;31,57;34,91;-
23.04.2021 01:00:56;15,04;1,36;-;38,61;41,62;-
23.04.2021 02:00:56;29,74;1,25;-;43,86;47,23;-
23.04.2021 03:00:56;25,80;1,21;-;28,77;31,77;-
23.04.2021 04:00:56;21,48;0,97;-;23,04;26,11;-
23.04.2021 05:00:56;0,40;1,04;-;16,72;19,91;-
23.04.2021 06:00:56;6,86;1,07;-;19,98;23,14;-
23.04.2021 07:00:56;19,99;1,05;-;36,38;45,35;-
23.04.2021 08:00:56;33,60;0,78;-;47,68;55,60;-
23.04.2021 09:00:56;29,78;0,91;-;60,13;81,31;-
23.04.2021 10:00:56;52,62;1,13;-;32,85;37,23;-
23.04.2021 11:00:56;19,26;1,32;-;15,47;18,49;-
23.04.2021 12:00:56;23,00;0,86;-;11,12;14,27;-
23.04.2021 13:00:56;22,87;0,75;-;9,87;13,13;-
23.04.2021 14:00:56;21,13;0,59;-;9,65;12,94;-
23.04.2021 15:00:56;23,40;0,52;-;9,78;12,44;-
23.04.2021 16:00:56;28,34;0,36;-;10,63;13,82;-
23.04.2021 17:00:56;18,93;0,32;-;12,15;14,95;-
23.04.2021 18:00:56;18,26;0,25;-;11,79;15,00;-
23.04.2021 19:00:56;22,13;0,39;-;13,27;16,12;-
23.04.2021 20:00:56;24,86;0,44;-;18,64;21,85;-
23.04.2021 21:00:56;38,12;0,97;-;28,76;32,08;-
23.04.2021 22:00:56;55,32;1,19;-;59,73;67,09;-
23.04.2021 23:00:56;72,94;1,20;-;63,82;75,39;-
24.04.2021 00:00:56;57,02;1,53;-;56,65;65,09;-
24.04.2021 01:00:56;40,99;2,05;-;26,12;28,96;-
24.04.2021 02:00:56;12,00;1,84;-;21,12;23,73;-
24.04.2021 03:00:56;15,37;1,93;-;30,13;33,27;-
24.04.2021 04:00:56;62,54;1,68;-;26,77;29,14;-
24.04.2021 05:00:56;55,27;1,63;-;23,00;25,82;-
24.04.2021 06:00:56;44,41;1,31;-;21,03;23,82;-
24.04.2021 07:00:56;36,00;1,12;-;23,03;26,22;-
24.04.2021 08:00:56;37,59;1,40;-;29,97;34,00;-
24.04.2021 09:00:56;58,08;1,61;-;21,98;25,43;-
24.04.2021 10:00:56;30,41;1,86;-;17,90;21,69;-
24.04.2021 11:00:56;21,74;1,73;-;11,30;14,37;-
24.04.2021 12:00:56;17,93;1,33;-;8,80;11,67;-
24.04.2021 13:00:56;17,53;1,21;-;9,08;12,08;-
24.04.2021 14:00:56;25,07;1,24;-;9,05;11,36;-
24.04.2021 15:00:56;25,80;0,99;-;9,35;11,69;-
24.04.2021 16:00:56;23,00;0,99;-;9,30;12,04;-
24.04.2021 17:00:56;22,80;1,04;-;10,85;14,07;-
24.04.2021 18:00:56;20,07;1,10;-;11,85;14,68;-
24.04.2021 19:00:56;21,07;1,19;-;11,52;14,14;-
24.04.2021 20:00:56;-;-;-;-;-;-
24.04.2021 21:00:56;-;-;-;-;-;-
24.04.2021 22:00:56;-;-;-;-;-;-
24.04.2021 23:00:56;-;-;-;-;-;-
25.04.2021 00:00:56;-;-;-;-;-;-
25.04.2021 01:00:56;-;-;-;-;-;-
25.04.2021 02:00:56;-;-;-;-;-;-
25.04.2021 03:00:56;-;-;-;-;-;-
25.04.2021 04:00:56;-;-;-;-;-;-
25.04.2021 05:00:56;-;-;-;-;-;-
25.04.2021 06:00:56;-;-;-;-;-;-
25.04.2021 07:00:56;-;-;-;-;-;-
25.04.2021 08:00:56;-;-;-;-;-;-
25.04.2021 09:00:56;-;-;-;-;-;-
25.04.2021 10:00:56;-;-;-;-;-;-
25.04.2021 11:00:56;-;-;-;-;-;-
25.04.2021 12:00:56;-;-;-;-;-;-
25.04.2021 13:00:56;-;-;-;-;-;-
25.04.2021 14:00:56;-;-;-;-;-;-
25.04.2021 15:00:56;-;-;-;-;-;-
25.04.2021 16:00:56;-;-;-;-;-;-
25.04.2021 17:00:56;-;-;-;-;-;-
25.04.2021 18:00:56;-;-;-;-;-;-
25.04.2021 19:00:56;-;-;-;-;-;-
25.04.2021 20:00:56;-;-;-;-;-;-
25.04.2021 21:00:56;-;-;-;-;-;-
25.04.2021 22:00:56;-;-;-;-;-;-
25.04.2021 23:00:56;-;-;-;-;-;-
26.04.2021 00:00:56;-;-;-;-;-;-
26.04.2021 01:00:56;-;-;-;-;-;-
26.04.2021 02:00:56;-;-;-;-;-;-
26.04.2021 03:00:56;-;-;-;-;-;-
26.04.2021 04:00:56;-;-;-;-;-;-
26.04.2021 05:00:56;-;-;-;-;-;-
26.04.2021 06:00:56;-;-;-;-;-;-
26.04.2021 07:00:56;-;-;-;-;-;-
26.04.2021 08:00:56;-;-;-;-;-;-
26.04.2021 09:00:56;-;-;-;-;-;-
26.04.2021 10:00:56;-;-;-;-;-;-
26.04.2021 11:00:56;27,59;7,61;-;21,61;25,13;-
26.04.2021 12:00:56;35,21;9,75;-;21,75;24,67;-
26.04.2021 13:00:56;23,80;10,14;-;25,18;29,40;-
26.04.2021 14:00:56;20,67;11,34;-;17,95;21,19;-
